image,text
../../datasets/OldStyles/style6/Two elephants head to head in an enclosure.jpg,Two elephants head to head in an enclosure
../../datasets/OldStyles/style6/A airplane that is sitting on a tarmac.jpg,A airplane that is sitting on a tarmac
../../datasets/OldStyles/style6/a little dog staring at a woman in the kitchen.jpg,a little dog staring at a woman in the kitchen
../../datasets/OldStyles/style6/A sitting area set up in the shade of thick brush.jpg,A sitting area set up in the shade of thick brush
../../datasets/OldStyles/style6/A white spa-like bathroom with towels and flowers.jpg,A white spa-like bathroom with towels and flowers
../../datasets/OldStyles/style6/A brick building has an antique clock with Roman numerals.jpg,A brick building has an antique clock with Roman numerals
../../datasets/OldStyles/style6/The people are playing the game in the living room.jpg,The people are playing the game in the living room
../../datasets/OldStyles/style6/The young man is practicing his tricks on his skateboard.jpg,The young man is practicing his tricks on his skateboard
../../datasets/OldStyles/style6/A bowl of cereal next to a bunch of oranges.jpg,A bowl of cereal next to a bunch of oranges
../../datasets/OldStyles/style6/a close up of a goose with a water background.jpg,a close up of a goose with a water background
../../datasets/OldStyles/style6/A woman has two cupcakes on her plate.jpg,A woman has two cupcakes on her plate
../../datasets/OldStyles/style6/A cat chewing on the end of a brush.jpg,A cat chewing on the end of a brush
../../datasets/OldStyles/style6/Sandwich on a white plate with mixed greens.jpg,Sandwich on a white plate with mixed greens
../../datasets/OldStyles/style6/The cake is for a girl who is turning nine years old.jpg,The cake is for a girl who is turning nine years old
../../datasets/OldStyles/style6/A man holding onto a street sign while he wears  a yellow shirt.jpg,A man holding onto a street sign while he wears  a yellow shirt
../../datasets/OldStyles/style6/A white plate topped with a bowl of food and a bowl of fruit.jpg,A white plate topped with a bowl of food and a bowl of fruit
../../datasets/OldStyles/style6/A yellow boat is sitting up on a beach.jpg,A yellow boat is sitting up on a beach
../../datasets/OldStyles/style6/Players shake hands over the net at a tennis match.jpg,Players shake hands over the net at a tennis match
../../datasets/OldStyles/style6/There are four mice set up in front of a computer.jpg,There are four mice set up in front of a computer
../../datasets/OldStyles/style6/The man is skiing in the white cold snow.jpg,The man is skiing in the white cold snow
../../datasets/OldStyles/style6/Four zebras crossing a highway with vehicles waiting.jpg,Four zebras crossing a highway with vehicles waiting
../../datasets/OldStyles/style6/A tennis player is holding the racket tight.jpg,A tennis player is holding the racket tight
../../datasets/OldStyles/style6/A man sitting on a motorcycle by a fence.jpg,A man sitting on a motorcycle by a fence
../../datasets/OldStyles/style6/A man plays frisbee in a small field.jpg,A man plays frisbee in a small field
../../datasets/OldStyles/style6/A living room connected to a dining room with wood flooring.jpg,A living room connected to a dining room with wood flooring
../../datasets/OldStyles/style6/A horse grazing on a countryside near a ranch house.jpg,A horse grazing on a countryside near a ranch house
../../datasets/OldStyles/style6/A series of photographs shoring different cakes and things being baked.jpg,A series of photographs shoring different cakes and things being baked
../../datasets/OldStyles/style6/an airplane is soaring through a sky of clouds.jpg,an airplane is soaring through a sky of clouds
../../datasets/OldStyles/style6/A small bird perched on top of a tree branch.jpg,A small bird perched on top of a tree branch
../../datasets/OldStyles/style6/A bus in front of a business and parking lot.jpg,A bus in front of a business and parking lot
../../datasets/OldStyles/style6/A pipe has red caps and yellow tags.jpg,A pipe has red caps and yellow tags
../../datasets/OldStyles/style6/there is a small white bird standing on top of the elephants head.jpg,there is a small white bird standing on top of the elephants head
../../datasets/OldStyles/style6/A clock tower seen behind bare tree branches.jpg,A clock tower seen behind bare tree branches
../../datasets/OldStyles/style6/a man in japanese armor talking on a cell phone.jpg,a man in japanese armor talking on a cell phone
../../datasets/OldStyles/style6/A ski racer goes down a snowy hill.jpg,A ski racer goes down a snowy hill
../../datasets/OldStyles/style6/A photo take though glass of a polar pear diving under water.jpg,A photo take though glass of a polar pear diving under water
../../datasets/OldStyles/style6/There are several kites being flown in a field near the water.jpg,There are several kites being flown in a field near the water
../../datasets/OldStyles/style6/A bag with a computer and quilt sits on a table.jpg,A bag with a computer and quilt sits on a table
../../datasets/OldStyles/style6/A girl ready to cut cakes at a table next to a man.jpg,A girl ready to cut cakes at a table next to a man
../../datasets/OldStyles/style6/Fish eye picture of room from security camera.jpg,Fish eye picture of room from security camera
../../datasets/OldStyles/style6/A cow behind a gate in a building.jpg,A cow behind a gate in a building
../../datasets/OldStyles/style6/There is a giraffe sticking its tongue out at children.jpg,There is a giraffe sticking its tongue out at children
../../datasets/OldStyles/style6/The cat is laying next to a pair of boots.jpg,The cat is laying next to a pair of boots
../../datasets/OldStyles/style6/A paper plate topped with a sandwich filed with lettuce.jpg,A paper plate topped with a sandwich filed with lettuce
../../datasets/OldStyles/style6/A black cat sitting on a white toilet seat.jpg,A black cat sitting on a white toilet seat
../../datasets/OldStyles/style6/A bus that is sitting in the street.jpg,A bus that is sitting in the street
../../datasets/OldStyles/style6/A sign on a metal pole on a street.jpg,A sign on a metal pole on a street
../../datasets/OldStyles/style6/A young boy is doing a science experiment involving bananas and electrical cords.jpg,A young boy is doing a science experiment involving bananas and electrical cords
../../datasets/OldStyles/style6/Woman taking picture into mirror of a bathroom with sinks and soap dispensers.jpg,Woman taking picture into mirror of a bathroom with sinks and soap dispensers
../../datasets/OldStyles/style6/A pair of women observing something on a cell phone.jpg,A pair of women observing something on a cell phone
../../datasets/OldStyles/style6/Two men taking a horse and wagon out from a barn.jpg,Two men taking a horse and wagon out from a barn
../../datasets/OldStyles/style6/Couple of people out in the ocean on surfboards.jpg,Couple of people out in the ocean on surfboards
../../datasets/OldStyles/style6/A VW combi bus parked in front of a wooden house.jpg,A VW combi bus parked in front of a wooden house
../../datasets/OldStyles/style6/A person holding a tennis racket in one hand.jpg,A person holding a tennis racket in one hand
../../datasets/OldStyles/style6/Children learning to play tennis with instructors at an outdoor tennis court.jpg,Children learning to play tennis with instructors at an outdoor tennis court
../../datasets/OldStyles/style6/A metallic refrigerator sitting in an empty white kitchen.jpg,A metallic refrigerator sitting in an empty white kitchen
../../datasets/OldStyles/style6/A woman stands next to a line of scooters with a backhoe in the background.jpg,A woman stands next to a line of scooters with a backhoe in the background
../../datasets/OldStyles/style6/A couple of brown bears sitting on top of a table.jpg,A couple of brown bears sitting on top of a table
../../datasets/OldStyles/style6/A person wearing a black water suit surfs across a wave.jpg,A person wearing a black water suit surfs across a wave
../../datasets/OldStyles/style6/A girl sitting at a table with a diet coke and a lap top.jpg,A girl sitting at a table with a diet coke and a lap top
../../datasets/OldStyles/style6/The two children are sitting outside under the umbrella.jpg,The two children are sitting outside under the umbrella
../../datasets/OldStyles/style6/A herd of wild zebra grazing in a green grass covered field.jpg,A herd of wild zebra grazing in a green grass covered field
../../datasets/OldStyles/style6/Three soldiers in uniform cutting a cake.jpg,Three soldiers in uniform cutting a cake
../../datasets/OldStyles/style6/The woman is standing alone with her suitcase.jpg,The woman is standing alone with her suitcase
../../datasets/OldStyles/style6/Woman with Christmas Caroling suit taping something to a tree.jpg,Woman with Christmas Caroling suit taping something to a tree
../../datasets/OldStyles/style6/A table with paint supplies and a painted picture.jpg,A table with paint supplies and a painted picture
../../datasets/OldStyles/style6/A man pouring wine into a long row of wine glasses.jpg,A man pouring wine into a long row of wine glasses
../../datasets/OldStyles/style6/a building that has some machines in it.jpg,a building that has some machines in it
../../datasets/OldStyles/style6/A man and woman is wearing a flower wreath around her.jpg,A man and woman is wearing a flower wreath around her
../../datasets/OldStyles/style6/a close up of a sandwich on a plate.jpg,a close up of a sandwich on a plate
../../datasets/OldStyles/style6/Lavishly decorated chocolate cake with one blown-out candle.jpg,Lavishly decorated chocolate cake with one blown-out candle
../../datasets/OldStyles/style6/A group of men eating bananas in peelings.jpg,A group of men eating bananas in peelings
../../datasets/OldStyles/style6/A group of people are standing in the snow.jpg,A group of people are standing in the snow
../../datasets/OldStyles/style6/a plate with a bunch of food on it.jpg,a plate with a bunch of food on it
../../datasets/OldStyles/style6/The sail boat is drifting off into the distance.jpg,The sail boat is drifting off into the distance
../../datasets/OldStyles/style6/a room full of smiling employees posing for a picture.jpg,a room full of smiling employees posing for a picture
../../datasets/OldStyles/style6/The motor cycle is parked in the grass.jpg,The motor cycle is parked in the grass
../../datasets/OldStyles/style6/A man standing on top of a dirt road next to a child.jpg,A man standing on top of a dirt road next to a child
../../datasets/OldStyles/style6/A large airplane is flying through the sky.jpg,A large airplane is flying through the sky
../../datasets/OldStyles/style6/Player returning volley during tennis match on court.jpg,Player returning volley during tennis match on court
../../datasets/OldStyles/style6/Families enjoying multiple outdoor activities at the beach.jpg,Families enjoying multiple outdoor activities at the beach
../../datasets/OldStyles/style6/A woman with her horse and dog in a fenced field.jpg,A woman with her horse and dog in a fenced field
../../datasets/OldStyles/style6/A couch sitting on top of a wooden floor.jpg,A couch sitting on top of a wooden floor
../../datasets/OldStyles/style6/A lady pouring brandy into blue sifters on a table set with white dishes.jpg,A lady pouring brandy into blue sifters on a table set with white dishes
../../datasets/OldStyles/style6/a mom and her children sitting outside on a bench.jpg,a mom and her children sitting outside on a bench
../../datasets/OldStyles/style6/Two men are on a tennis court and one is drying off.jpg,Two men are on a tennis court and one is drying off
../../datasets/OldStyles/style6/a cat laying on a desk with a tv on it.jpg,a cat laying on a desk with a tv on it
../../datasets/OldStyles/style6/A man buttoning up a child's pants front of some doors.jpg,A man buttoning up a child's pants front of some doors
../../datasets/OldStyles/style6/a bathroom with a sink cabinet and toilet.jpg,a bathroom with a sink cabinet and toilet
../../datasets/OldStyles/style6/Two people are taking a dog for a ride on a motorcycle.jpg,Two people are taking a dog for a ride on a motorcycle
../../datasets/OldStyles/style6/Long row of bicycles indoors in building official.jpg,Long row of bicycles indoors in building official
../../datasets/OldStyles/style6/Old man blowing out candles on a small white cake.jpg,Old man blowing out candles on a small white cake
../../datasets/OldStyles/style6/Man talking on a cellphone while standing under a large umbrella.jpg,Man talking on a cellphone while standing under a large umbrella
../../datasets/OldStyles/style6/Two toothbrushes and a tube of toothbrush in a cup.jpg,Two toothbrushes and a tube of toothbrush in a cup
../../datasets/OldStyles/style6/A group of people playing a game of baseball.jpg,A group of people playing a game of baseball
../../datasets/OldStyles/style6/A heard of sheep with blue markings travel along a path.jpg,A heard of sheep with blue markings travel along a path
../../datasets/OldStyles/style6/A small cat playing on a computer desk.jpg,A small cat playing on a computer desk
../../datasets/OldStyles/style6/A young man on a skate board in midair action while others watch.jpg,A young man on a skate board in midair action while others watch
../../datasets/OldStyles/style6/A young girl sits on a bench in a park.jpg,A young girl sits on a bench in a park
../../datasets/OldStyles/style6/Food on plates and in bowls sit on a table.jpg,Food on plates and in bowls sit on a table
../../datasets/OldStyles/style6/The open back of an SUV filled to the roof with luggage.jpg,The open back of an SUV filled to the roof with luggage
../../datasets/OldStyles/style6/A woman and a girl are standing beside a Christmas tree playing a video game.jpg,A woman and a girl are standing beside a Christmas tree playing a video game
../../datasets/OldStyles/style6/A young kid riding a horse around poles.jpg,A young kid riding a horse around poles
../../datasets/OldStyles/style6/A bright living room with light colored furniture.jpg,A bright living room with light colored furniture
../../datasets/OldStyles/style6/A pedestrian crossing sign underneath two street signs.jpg,A pedestrian crossing sign underneath two street signs
../../datasets/OldStyles/style6/Three dark brown doughnuts are on a plate.jpg,Three dark brown doughnuts are on a plate
../../datasets/OldStyles/style6/Woman sitting on a bench in park with man standing behind her.jpg,Woman sitting on a bench in park with man standing behind her
../../datasets/OldStyles/style6/A group of people skiing at a ski resort.jpg,A group of people skiing at a ski resort
../../datasets/OldStyles/style6/A robotic contraption has a cell phone for it's body.jpg,A robotic contraption has a cell phone for it's body
../../datasets/OldStyles/style6/A girl on a surfboard that is on the ground.jpg,A girl on a surfboard that is on the ground
../../datasets/OldStyles/style6/A truck riding on the grass with people behind it.jpg,A truck riding on the grass with people behind it
"../../datasets/OldStyles/style6/A man rides low on a skateboard, touching his hand to the ground.jpg","A man rides low on a skateboard, touching his hand to the ground"
../../datasets/OldStyles/style6/A big black bear is searching for food under a tree truck.jpg,A big black bear is searching for food under a tree truck
../../datasets/OldStyles/style6/a woman wearing a giant banana on her head in front of some buildings.jpg,a woman wearing a giant banana on her head in front of some buildings
../../datasets/OldStyles/style6/A bathroom with a toilet that has a window above it.jpg,A bathroom with a toilet that has a window above it
../../datasets/OldStyles/style6/Black and white photograph of three men standing on stairs.jpg,Black and white photograph of three men standing on stairs
../../datasets/OldStyles/style6/The man holds a phone to his ear.jpg,The man holds a phone to his ear
../../datasets/OldStyles/style6/A young man hops up to reach a tennis ball with an overhand swing.jpg,A young man hops up to reach a tennis ball with an overhand swing
../../datasets/OldStyles/style6/a man getting ready to ride his skateboard in a skate park.jpg,a man getting ready to ride his skateboard in a skate park
../../datasets/OldStyles/style6/a person riding their skateboard while the background it all blurry.jpg,a person riding their skateboard while the background it all blurry
../../datasets/OldStyles/style6/A cream-colored bathroom with a stand up shower.jpg,A cream-colored bathroom with a stand up shower
../../datasets/OldStyles/style6/An old time antique delivery truck with a canopy back.jpg,An old time antique delivery truck with a canopy back
../../datasets/OldStyles/style6/some tennis players sitting and standing for a pictures.jpg,some tennis players sitting and standing for a pictures
../../datasets/OldStyles/style6/A TV showing a baseball game with baseball players.jpg,A TV showing a baseball game with baseball players
../../datasets/OldStyles/style6/A couple of men are standing outside their car watching sheep cross a road.jpg,A couple of men are standing outside their car watching sheep cross a road
../../datasets/OldStyles/style6/AN old vintage rusty car with some surf boards.jpg,AN old vintage rusty car with some surf boards
../../datasets/OldStyles/style6/A bus is shown on the side of the street.jpg,A bus is shown on the side of the street
../../datasets/OldStyles/style6/LOTS OF COLOR ON THE CANAL WITH BOATS AND PEOPLE.jpg,LOTS OF COLOR ON THE CANAL WITH BOATS AND PEOPLE
../../datasets/OldStyles/style6/A city street sweeping machine is parked by fire hydrant.jpg,A city street sweeping machine is parked by fire hydrant
../../datasets/OldStyles/style6/A crowd of people that are bloodied and hurt.jpg,A crowd of people that are bloodied and hurt
../../datasets/OldStyles/style6/A table topped with flowers in gray and purple vases.jpg,A table topped with flowers in gray and purple vases
../../datasets/OldStyles/style6/A photo of a kitchen made of all wood and tile.jpg,A photo of a kitchen made of all wood and tile
../../datasets/OldStyles/style6/Two animals sitting on the ground on a hill.jpg,Two animals sitting on the ground on a hill
../../datasets/OldStyles/style6/a guy trying to grind a rail with a skateboard.jpg,a guy trying to grind a rail with a skateboard
../../datasets/OldStyles/style6/Audience raising their hands in a fist at performer.jpg,Audience raising their hands in a fist at performer
../../datasets/OldStyles/style6/A white plate of hamburgers and french fries.jpg,A white plate of hamburgers and french fries
../../datasets/OldStyles/style6/A blue detailed tiled bathroom is shown with marbel.jpg,A blue detailed tiled bathroom is shown with marbel
../../datasets/OldStyles/style6/a woman with a tennis racket is on a court.jpg,a woman with a tennis racket is on a court
../../datasets/OldStyles/style6/A bathroom with white tiles and a green sink.jpg,A bathroom with white tiles and a green sink
../../datasets/OldStyles/style6/A man is skateboarding outside a street league building.jpg,A man is skateboarding outside a street league building
"../../datasets/OldStyles/style6/This meal has meat, potatoes, broccoli, and carrots.jpg","This meal has meat, potatoes, broccoli, and carrots"
"../../datasets/OldStyles/style6/A bedroom area with a bed, lamp, phone and nightstand.jpg","A bedroom area with a bed, lamp, phone and nightstand"
../../datasets/OldStyles/style6/A cat sitting in an open luggage container.jpg,A cat sitting in an open luggage container
../../datasets/OldStyles/style6/Two mannequins on a bench in the park.jpg,Two mannequins on a bench in the park
../../datasets/OldStyles/style6/A man is riding a bike while holding an umbrella.jpg,A man is riding a bike while holding an umbrella
../../datasets/OldStyles/style6/A cow is standing in a grassy field.jpg,A cow is standing in a grassy field
../../datasets/OldStyles/style6/a man rides a bike through a dry grass field.jpg,a man rides a bike through a dry grass field
../../datasets/OldStyles/style6/A messy bed in a bedroom with it's blankets pulled down.jpg,A messy bed in a bedroom with it's blankets pulled down
../../datasets/OldStyles/style6/A young person who is playing a cello in a room.jpg,A young person who is playing a cello in a room
../../datasets/OldStyles/style6/a batter and a catcher on home plate.jpg,a batter and a catcher on home plate
../../datasets/OldStyles/style6/an organized computer station desk area with a car.jpg,an organized computer station desk area with a car
../../datasets/OldStyles/style6/A picture of a yellow fire hydrant that is on the sidewalk beside a busy street.jpg,A picture of a yellow fire hydrant that is on the sidewalk beside a busy street
../../datasets/OldStyles/style6/A pair of shoes in a velvet lined carrying case.jpg,A pair of shoes in a velvet lined carrying case
../../datasets/OldStyles/style6/A woman stands next to a bush while holding an umbrella over her head.jpg,A woman stands next to a bush while holding an umbrella over her head
../../datasets/OldStyles/style6/A PERSON WITH A SMALL PAIR OF SCISSORS CUTTING GRASS.jpg,A PERSON WITH A SMALL PAIR OF SCISSORS CUTTING GRASS
../../datasets/OldStyles/style6/A man sitting a dining room table near a pair of couches.jpg,A man sitting a dining room table near a pair of couches
../../datasets/OldStyles/style6/A man standing inside of a kitchen wearing an apron.jpg,A man standing inside of a kitchen wearing an apron
../../datasets/OldStyles/style6/a baseball player is swinging a bat at a game.jpg,a baseball player is swinging a bat at a game
../../datasets/OldStyles/style6/Two planes are in the air with smoke coming out.jpg,Two planes are in the air with smoke coming out
../../datasets/OldStyles/style6/A banana tree with multiple bunches.jpg,A banana tree with multiple bunches
../../datasets/OldStyles/style6/A person sits on a bench with legs resting on a nearby suitcase.jpg,A person sits on a bench with legs resting on a nearby suitcase
"../../datasets/OldStyles/style6/Three giraffes, one running in a fenced enclosure.jpg","Three giraffes, one running in a fenced enclosure"
../../datasets/OldStyles/style6/A man is brushing his teeth with a toothbrush.jpg,A man is brushing his teeth with a toothbrush
../../datasets/OldStyles/style6/A woman at a table with a surfboard standing nearby.jpg,A woman at a table with a surfboard standing nearby
../../datasets/OldStyles/style6/a wooden boat on a rusty boat trailer.jpg,a wooden boat on a rusty boat trailer
../../datasets/OldStyles/style6/A living room with stuffed animals pinned to a wall.jpg,A living room with stuffed animals pinned to a wall
../../datasets/OldStyles/style6/A boy is sitting at a table eating pizza.jpg,A boy is sitting at a table eating pizza
../../datasets/OldStyles/style6/Protesters holding a sign that quotes the bible.jpg,Protesters holding a sign that quotes the bible
../../datasets/OldStyles/style6/a close up of an electric blender on a table.jpg,a close up of an electric blender on a table
../../datasets/OldStyles/style6/An airplane sitting on top of a field under a cloudy sky.jpg,An airplane sitting on top of a field under a cloudy sky
"../../datasets/OldStyles/style6/A man walks up to a gate, with a horse on the other side.jpg","A man walks up to a gate, with a horse on the other side"
../../datasets/OldStyles/style6/Two photos of a tennis player in the moment of hitting a ball.jpg,Two photos of a tennis player in the moment of hitting a ball
../../datasets/OldStyles/style6/A young girl pets an animal as she holds a bottle of water.jpg,A young girl pets an animal as she holds a bottle of water
../../datasets/OldStyles/style6/a male tennis player in a black jacket playing tennis.jpg,a male tennis player in a black jacket playing tennis
../../datasets/OldStyles/style6/A cat laying on a couch with a cell phone and remote controls next to it.jpg,A cat laying on a couch with a cell phone and remote controls next to it
../../datasets/OldStyles/style6/a few people that are playing a wii game.jpg,a few people that are playing a wii game
../../datasets/OldStyles/style6/A person is riding a motorcycle with a dog.jpg,A person is riding a motorcycle with a dog
../../datasets/OldStyles/style6/A plate of rice with bits of meat and broccoli.jpg,A plate of rice with bits of meat and broccoli
../../datasets/OldStyles/style6/this cat is climbing a tower at home.jpg,this cat is climbing a tower at home
../../datasets/OldStyles/style6/A man swinging his tennis racket in his hand.jpg,A man swinging his tennis racket in his hand
../../datasets/OldStyles/style6/A vase sitting on a table filled with flowers.jpg,A vase sitting on a table filled with flowers
../../datasets/OldStyles/style6/Picture of some skis and snow poles on the snow.jpg,Picture of some skis and snow poles on the snow
../../datasets/OldStyles/style6/Group of leather suitcase is sitting on top of each other.jpg,Group of leather suitcase is sitting on top of each other
../../datasets/OldStyles/style6/A man in all black holding an umbrella jumping.jpg,A man in all black holding an umbrella jumping
../../datasets/OldStyles/style6/White plate sitting on a table with pizza and a knife on it.jpg,White plate sitting on a table with pizza and a knife on it
../../datasets/OldStyles/style6/Train on tracks riding pass bus and couple cars on the street.jpg,Train on tracks riding pass bus and couple cars on the street
../../datasets/OldStyles/style6/A little girl standing and holding a remote in her hand.jpg,A little girl standing and holding a remote in her hand
../../datasets/OldStyles/style6/A cat sitting on top of a window sill looking out a window.jpg,A cat sitting on top of a window sill looking out a window
../../datasets/OldStyles/style6/A child making their own pizza creation on a plate.jpg,A child making their own pizza creation on a plate
../../datasets/OldStyles/style6/A person laying back in a body of water while holding an umbrella reading a book.jpg,A person laying back in a body of water while holding an umbrella reading a book
../../datasets/OldStyles/style6/A young boy plays soccer on field in front of parked cars.jpg,A young boy plays soccer on field in front of parked cars
../../datasets/OldStyles/style6/There is a palm tree near the two giraffes.jpg,There is a palm tree near the two giraffes
../../datasets/OldStyles/style6/a small child sits in front of some toys.jpg,a small child sits in front of some toys
../../datasets/OldStyles/style6/A person manipulating the skateboard with his feet.jpg,A person manipulating the skateboard with his feet
../../datasets/OldStyles/style6/Many horses are running through a fenced area.jpg,Many horses are running through a fenced area
../../datasets/OldStyles/style6/A man holding a surfboard next to a pathway at the beach.jpg,A man holding a surfboard next to a pathway at the beach
../../datasets/OldStyles/style6/a cat sits a top a wooden ledge.jpg,a cat sits a top a wooden ledge
"../../datasets/OldStyles/style6/Some sushi rolls, apples and vegetables are in lunch containers.jpg","Some sushi rolls, apples and vegetables are in lunch containers"
../../datasets/OldStyles/style6/A man surfing down a river on a surfboard.jpg,A man surfing down a river on a surfboard
../../datasets/OldStyles/style6/a boat is passing in front of a red bridge.jpg,a boat is passing in front of a red bridge
../../datasets/OldStyles/style6/a lot of bikers going down a concrete road.jpg,a lot of bikers going down a concrete road
../../datasets/OldStyles/style6/A car parked in front of a sidewalk.jpg,A car parked in front of a sidewalk
../../datasets/OldStyles/style6/a lone giraffe next to a door way with a ruler.jpg,a lone giraffe next to a door way with a ruler
../../datasets/OldStyles/style6/A food truck parked in a parking lot next to a building.jpg,A food truck parked in a parking lot next to a building
../../datasets/OldStyles/style6/A fork lift sitting behind a white city truck.jpg,A fork lift sitting behind a white city truck
../../datasets/OldStyles/style6/there are many people standing in the grass playing with a frisbee.jpg,there are many people standing in the grass playing with a frisbee
../../datasets/OldStyles/style6/An enclosed farm area with cows in an overhead covered stable area.jpg,An enclosed farm area with cows in an overhead covered stable area
../../datasets/OldStyles/style6/A toilet packed away in a wooden cabinet.jpg,A toilet packed away in a wooden cabinet
../../datasets/OldStyles/style6/a giraffe with his tongue sticking out a gray building some rocks and a tree.jpg,a giraffe with his tongue sticking out a gray building some rocks and a tree
../../datasets/OldStyles/style6/A herd of cattle grazing on a dry grass field.jpg,A herd of cattle grazing on a dry grass field
../../datasets/OldStyles/style6/A group of seagulls standing near the ocean water.jpg,A group of seagulls standing near the ocean water
../../datasets/OldStyles/style6/The tennis player attempts to hit a ball coming towards him.jpg,The tennis player attempts to hit a ball coming towards him
../../datasets/OldStyles/style6/Two teenage girls in jackets wearing face paint.jpg,Two teenage girls in jackets wearing face paint
../../datasets/OldStyles/style6/A baby standing next to a brown teddy bear.jpg,A baby standing next to a brown teddy bear
../../datasets/OldStyles/style6/a man talking on a phone walks with a dog.jpg,a man talking on a phone walks with a dog
../../datasets/OldStyles/style6/A little boy smiles as he holds his teddy bear.jpg,A little boy smiles as he holds his teddy bear
../../datasets/OldStyles/style6/A man in a suit and tie with a flower.jpg,A man in a suit and tie with a flower
../../datasets/OldStyles/style6/A baby is being feed fruit from a container.jpg,A baby is being feed fruit from a container
../../datasets/OldStyles/style6/A meatloaf sandwich resting on a piece of plastic wrap.jpg,A meatloaf sandwich resting on a piece of plastic wrap
../../datasets/OldStyles/style6/A view of a pine tree from under a screen.jpg,A view of a pine tree from under a screen
../../datasets/OldStyles/style6/a man sitting on his parked red motorcycle.jpg,a man sitting on his parked red motorcycle
../../datasets/OldStyles/style6/A bus sits parked on the side of a street.jpg,A bus sits parked on the side of a street
../../datasets/OldStyles/style6/An orange bike parked next to a railroad track.jpg,An orange bike parked next to a railroad track
../../datasets/OldStyles/style6/A woman is standing on a street corner at a crosswalk.jpg,A woman is standing on a street corner at a crosswalk
"../../datasets/OldStyles/style6/At an ag fair, several 4H girls show off their lambs.jpg","At an ag fair, several 4H girls show off their lambs"
../../datasets/OldStyles/style6/A man flying a kite over a sandy beach.jpg,A man flying a kite over a sandy beach
../../datasets/OldStyles/style6/A pie on a place mat on a table.jpg,A pie on a place mat on a table
../../datasets/OldStyles/style6/A toilet and a urinal with male and female signs.jpg,A toilet and a urinal with male and female signs
"../../datasets/OldStyles/style6/A large, white boat is in the distance on a lake near.jpg","A large, white boat is in the distance on a lake near"
../../datasets/OldStyles/style6/A doll is on a desk with a banana.jpg,A doll is on a desk with a banana
../../datasets/OldStyles/style6/A man on skis standing on a mountain.jpg,A man on skis standing on a mountain
../../datasets/OldStyles/style6/a stop light pole in the middle of the street.jpg,a stop light pole in the middle of the street
../../datasets/OldStyles/style6/some people riding skis on a snow surface.jpg,some people riding skis on a snow surface
../../datasets/OldStyles/style6/A boy holding a remote at the camera.jpg,A boy holding a remote at the camera
../../datasets/OldStyles/style6/A blender siting on top of a kitchen counter.jpg,A blender siting on top of a kitchen counter
../../datasets/OldStyles/style6/A blurry skateboarder rolls down a ramp in a skate park.jpg,A blurry skateboarder rolls down a ramp in a skate park
../../datasets/OldStyles/style6/A pepperoni pizza is on a plate with a knife and fork.jpg,A pepperoni pizza is on a plate with a knife and fork
../../datasets/OldStyles/style6/A woman standing on a snowy slope on skis.jpg,A woman standing on a snowy slope on skis
../../datasets/OldStyles/style6/A man and a woman making goofy faces for a camera phone.jpg,A man and a woman making goofy faces for a camera phone
../../datasets/OldStyles/style6/A hydrant that has flooded with a cone on it for safety.jpg,A hydrant that has flooded with a cone on it for safety
../../datasets/OldStyles/style6/A stalk of green bananas on a plastic chair.jpg,A stalk of green bananas on a plastic chair
../../datasets/OldStyles/style6/A large refrigerator freezer sitting in a kitchen.jpg,A large refrigerator freezer sitting in a kitchen
../../datasets/OldStyles/style6/A small boy atop a white surfboard near a crowded beach.jpg,A small boy atop a white surfboard near a crowded beach
../../datasets/OldStyles/style6/a man wearing a hat and riding a horse in a big open field.jpg,a man wearing a hat and riding a horse in a big open field
../../datasets/OldStyles/style6/The two apples look good  and banana look  rotten.jpg,The two apples look good  and banana look  rotten
../../datasets/OldStyles/style6/Two dog laying closely together on a sofa.jpg,Two dog laying closely together on a sofa
../../datasets/OldStyles/style6/Two dogs laying on their owners made bed.jpg,Two dogs laying on their owners made bed
../../datasets/OldStyles/style6/Two zebras grazing in a dry field together.jpg,Two zebras grazing in a dry field together
../../datasets/OldStyles/style6/Outdoor picnic tables are shaded by a roof in a park.jpg,Outdoor picnic tables are shaded by a roof in a park
../../datasets/OldStyles/style6/a man is holding a brown and black dog and watching tv.jpg,a man is holding a brown and black dog and watching tv
../../datasets/OldStyles/style6/A man is watching a television in the trunk of his car.jpg,A man is watching a television in the trunk of his car
../../datasets/OldStyles/style6/A group of young men walking across a lush green field.jpg,A group of young men walking across a lush green field
../../datasets/OldStyles/style6/some skateboarders are skating at a skate park.jpg,some skateboarders are skating at a skate park
../../datasets/OldStyles/style6/a big truck standing next to a building.jpg,a big truck standing next to a building
../../datasets/OldStyles/style6/Two dark-colored cats are perched next to each other by the window.jpg,Two dark-colored cats are perched next to each other by the window
../../datasets/OldStyles/style6/A cat sitting on a chair in a room.jpg,A cat sitting on a chair in a room
../../datasets/OldStyles/style6/a man plays with his phone as a train passes by.jpg,a man plays with his phone as a train passes by
../../datasets/OldStyles/style6/A man riding a surfboard on top of a wave.jpg,A man riding a surfboard on top of a wave
../../datasets/OldStyles/style6/a pair of men in a photo with a banana.jpg,a pair of men in a photo with a banana
../../datasets/OldStyles/style6/A group of basketball players in the court as crowd looks.jpg,A group of basketball players in the court as crowd looks
../../datasets/OldStyles/style6/A girl is having fun brushing her teeth.jpg,A girl is having fun brushing her teeth
