image,text
../../datasets/Styles/style0/Three friends posing for a picture on their snow skis.jpg,Three friends posing for a picture on their snow skis
"../../datasets/Styles/style0/Two skiers, one of which has fallen and is trying to get up.jpg","Two skiers, one of which has fallen and is trying to get up"
../../datasets/Styles/style0/the cat is sitting in the luggage.jpg,the cat is sitting in the luggage
../../datasets/Styles/style0/A man is on his skateboard at sunset.jpg,A man is on his skateboard at sunset
../../datasets/Styles/style0/a man in japanese armor talking on a cell phone.jpg,a man in japanese armor talking on a cell phone
../../datasets/Styles/style0/A pair of people stand next to plates of food items.jpg,A pair of people stand next to plates of food items
../../datasets/Styles/style0/A large brown dog sitting next to a sliding door.jpg,A large brown dog sitting next to a sliding door
../../datasets/Styles/style0/A group of people all surfing on the same wave.jpg,A group of people all surfing on the same wave
"../../datasets/Styles/style0/An amazing lunch spread with a beautiful salad, peaches, tomatoes, and sandwhiches.jpg","An amazing lunch spread with a beautiful salad, peaches, tomatoes, and sandwhiches"
../../datasets/Styles/style0/A woman holding a cell phone by a laptop.jpg,A woman holding a cell phone by a laptop
../../datasets/Styles/style0/A skateboarder is jumping a pair of mattresses in a parking lot.jpg,A skateboarder is jumping a pair of mattresses in a parking lot
../../datasets/Styles/style0/A wooden framed mirror and shelf above a bathroom sink.jpg,A wooden framed mirror and shelf above a bathroom sink
../../datasets/Styles/style0/A photo of a breakfast plate at a restaurant.jpg,A photo of a breakfast plate at a restaurant
../../datasets/Styles/style0/a room with a fridge and an oven and a cooker.jpg,a room with a fridge and an oven and a cooker
../../datasets/Styles/style0/A monorail train moving through the city streets.jpg,A monorail train moving through the city streets
../../datasets/Styles/style0/A full view of a bathroom with toilet and sinks on the counter.jpg,A full view of a bathroom with toilet and sinks on the counter
../../datasets/Styles/style0/A sign on a metal pole on a street.jpg,A sign on a metal pole on a street
../../datasets/Styles/style0/these signs are on a pole at a street corner.jpg,these signs are on a pole at a street corner
../../datasets/Styles/style0/An oven sitting inside of a counter with a counter top.jpg,An oven sitting inside of a counter with a counter top
../../datasets/Styles/style0/A man and a woman pose beside a gold fire hydrant.jpg,A man and a woman pose beside a gold fire hydrant
../../datasets/Styles/style0/A grey table with a white plate of food that includes rice and broccoli.jpg,A grey table with a white plate of food that includes rice and broccoli
../../datasets/Styles/style0/A large Virgin jumbojet begins its rise to altitude.jpg,A large Virgin jumbojet begins its rise to altitude
../../datasets/Styles/style0/Two men riding elephants play soccer while others watch on.jpg,Two men riding elephants play soccer while others watch on
../../datasets/Styles/style0/Two skiers traveling down a snowy mountain on skis.jpg,Two skiers traveling down a snowy mountain on skis
../../datasets/Styles/style0/A close shot of a pizza plate with a rubber on it.jpg,A close shot of a pizza plate with a rubber on it
../../datasets/Styles/style0/A fire hydrant in front of a big puddle of water and houses.jpg,A fire hydrant in front of a big puddle of water and houses
../../datasets/Styles/style0/The person in the airplane is holding a small laptop.jpg,The person in the airplane is holding a small laptop
../../datasets/Styles/style0/Five people holding tennis rackets on a tennis court.jpg,Five people holding tennis rackets on a tennis court
../../datasets/Styles/style0/A kitchen counter top with a microwave oven and other utensils.jpg,A kitchen counter top with a microwave oven and other utensils
../../datasets/Styles/style0/African man holding out hand to baby elephant.jpg,African man holding out hand to baby elephant
../../datasets/Styles/style0/a little girl walking down the sidewalk playing with an umbrella.jpg,a little girl walking down the sidewalk playing with an umbrella
../../datasets/Styles/style0/Adult on scooter or roadway passing stairs and parking area.jpg,Adult on scooter or roadway passing stairs and parking area
../../datasets/Styles/style0/A small white airplane parked stationary in the open.jpg,A small white airplane parked stationary in the open
../../datasets/Styles/style0/The cow is walking up towards the dog on the leash.jpg,The cow is walking up towards the dog on the leash
../../datasets/Styles/style0/A train is traveling through a train station.jpg,A train is traveling through a train station
../../datasets/Styles/style0/A blue and white airplane is in the air.jpg,A blue and white airplane is in the air
../../datasets/Styles/style0/A collection of fruits are stacked on a plate.jpg,A collection of fruits are stacked on a plate
../../datasets/Styles/style0/A bathroom with lots of wall mounted urinals.jpg,A bathroom with lots of wall mounted urinals
../../datasets/Styles/style0/A person rides on a bike near some trees.jpg,A person rides on a bike near some trees
../../datasets/Styles/style0/A group of men standing up at a tale with various types of food and drosting on their faces.jpg,A group of men standing up at a tale with various types of food and drosting on their faces
../../datasets/Styles/style0/A kitten standing next to a laptop and a coffee cup.jpg,A kitten standing next to a laptop and a coffee cup
../../datasets/Styles/style0/An assortment of fruit sitting on a desk and on top of some papers.jpg,An assortment of fruit sitting on a desk and on top of some papers
../../datasets/Styles/style0/A full pizza is cut into smaller slices.jpg,A full pizza is cut into smaller slices
../../datasets/Styles/style0/A sign in front of a red building and two fans to cool it off.jpg,A sign in front of a red building and two fans to cool it off
../../datasets/Styles/style0/A couple of boats are sitting together on the beach.jpg,A couple of boats are sitting together on the beach
../../datasets/Styles/style0/A baseball player holds a catcher's mitt on the field during a game.jpg,A baseball player holds a catcher's mitt on the field during a game
../../datasets/Styles/style0/a bike is chained next to a fire hydrant.jpg,a bike is chained next to a fire hydrant
../../datasets/Styles/style0/a person jumping in the air while standing on skis.jpg,a person jumping in the air while standing on skis
../../datasets/Styles/style0/A man swinging a tennis racquet at a tennis ball.jpg,A man swinging a tennis racquet at a tennis ball
../../datasets/Styles/style0/A person windsurfing in ocean in a hazy sky.jpg,A person windsurfing in ocean in a hazy sky
../../datasets/Styles/style0/Roses and other flowers are siting in the vase.jpg,Roses and other flowers are siting in the vase
../../datasets/Styles/style0/A girl riding a bicycle with a man skateboarding beside her.jpg,A girl riding a bicycle with a man skateboarding beside her
../../datasets/Styles/style0/A heard of sheep with blue markings travel along a path.jpg,A heard of sheep with blue markings travel along a path
../../datasets/Styles/style0/The man is admiring the flowers in his garden.jpg,The man is admiring the flowers in his garden
../../datasets/Styles/style0/Chained elephants eating green grass by some trees.jpg,Chained elephants eating green grass by some trees
../../datasets/Styles/style0/A bald man in a black t-shirt holds a toothbrush in his mouth.jpg,A bald man in a black t-shirt holds a toothbrush in his mouth
../../datasets/Styles/style0/a plate with compartments having food and vegetables and a fork and spoon sitting beside it.jpg,a plate with compartments having food and vegetables and a fork and spoon sitting beside it
../../datasets/Styles/style0/A car crashed into the side of bus on a busy city street.jpg,A car crashed into the side of bus on a busy city street
../../datasets/Styles/style0/A woman tanking above a man with a laptop laying on a bed.jpg,A woman tanking above a man with a laptop laying on a bed
../../datasets/Styles/style0/A group of people playing frisbees outside of tents.jpg,A group of people playing frisbees outside of tents
../../datasets/Styles/style0/towels on a bed make up to look like a dog.jpg,towels on a bed make up to look like a dog
../../datasets/Styles/style0/The skier is flying through the air with black skis.jpg,The skier is flying through the air with black skis
../../datasets/Styles/style0/A couple of people sitting on a bench in front of a building.jpg,A couple of people sitting on a bench in front of a building
../../datasets/Styles/style0/a person jumping a skate board in the air.jpg,a person jumping a skate board in the air
../../datasets/Styles/style0/Group of surf boards on a beach next to ocean.jpg,Group of surf boards on a beach next to ocean
../../datasets/Styles/style0/Four ladies sit in a room playing a video game.jpg,Four ladies sit in a room playing a video game
../../datasets/Styles/style0/The back of a caboose on a track.jpg,The back of a caboose on a track
../../datasets/Styles/style0/a traffic light with buildings in the background.jpg,a traffic light with buildings in the background
../../datasets/Styles/style0/Three sausages on a bun while the other ones are cooking.jpg,Three sausages on a bun while the other ones are cooking
../../datasets/Styles/style0/A few people are sitting listening to a lecture.jpg,A few people are sitting listening to a lecture
../../datasets/Styles/style0/A man standing on top of a tennis court holding a racquet.jpg,A man standing on top of a tennis court holding a racquet
../../datasets/Styles/style0/A black and white cat with a red print collar looking curiously up.jpg,A black and white cat with a red print collar looking curiously up
../../datasets/Styles/style0/A small group of people are getting ready to fly a kite.jpg,A small group of people are getting ready to fly a kite
../../datasets/Styles/style0/A table topped with a phone and a card.jpg,A table topped with a phone and a card
../../datasets/Styles/style0/All white kitchen with a white refrigerator in the center.jpg,All white kitchen with a white refrigerator in the center
../../datasets/Styles/style0/two people sitting at a bench with a view of a fountain.jpg,two people sitting at a bench with a view of a fountain
../../datasets/Styles/style0/Person skiing in a tucked position carrying something in their mouth.jpg,Person skiing in a tucked position carrying something in their mouth
../../datasets/Styles/style0/A vase filled with flowers sitting on a table.jpg,A vase filled with flowers sitting on a table
../../datasets/Styles/style0/A large long train on a track and a building.jpg,A large long train on a track and a building
../../datasets/Styles/style0/A large green sign and a woman and her child walking on a sidewalk below it.jpg,A large green sign and a woman and her child walking on a sidewalk below it
../../datasets/Styles/style0/A man wearing a yellow shirt is holding a tennis racket and a book.jpg,A man wearing a yellow shirt is holding a tennis racket and a book
../../datasets/Styles/style0/an airplain sits outside the airport next to trucks.jpg,an airplain sits outside the airport next to trucks
../../datasets/Styles/style0/A tennis player has his racket pointed downward to hit an extreme shot.jpg,A tennis player has his racket pointed downward to hit an extreme shot
../../datasets/Styles/style0/A bird that is sitting in front of a building.jpg,A bird that is sitting in front of a building
"../../datasets/Styles/style0/A horse grazes in a grassy, fenced-in field.jpg","A horse grazes in a grassy, fenced-in field"
../../datasets/Styles/style0/A kitchen and a dining room with furniture.jpg,A kitchen and a dining room with furniture
../../datasets/Styles/style0/A man flying a large kite in the desert.jpg,A man flying a large kite in the desert
../../datasets/Styles/style0/The dresser in the room with a television and a printer is cluttered with papers.jpg,The dresser in the room with a television and a printer is cluttered with papers
../../datasets/Styles/style0/A pesto and chicken pizza cut into eight slices.jpg,A pesto and chicken pizza cut into eight slices
../../datasets/Styles/style0/A skier jumps in the air on the mountain.jpg,A skier jumps in the air on the mountain
../../datasets/Styles/style0/a person cutting something in a plastic container on the stove.jpg,a person cutting something in a plastic container on the stove
../../datasets/Styles/style0/A large yellow school bus parked so students can load.jpg,A large yellow school bus parked so students can load
../../datasets/Styles/style0/Two scenes of a woman on the phone with coffee.jpg,Two scenes of a woman on the phone with coffee
../../datasets/Styles/style0/The skiers are enjoying the newly snowy mountain.jpg,The skiers are enjoying the newly snowy mountain
../../datasets/Styles/style0/there is a horse standing next to hello flowers.jpg,there is a horse standing next to hello flowers
../../datasets/Styles/style0/A man taking a swing at a tennis ball.jpg,A man taking a swing at a tennis ball
../../datasets/Styles/style0/An elephant standing on a dirt patch near a forest.jpg,An elephant standing on a dirt patch near a forest
../../datasets/Styles/style0/Two women riding an old motorcycle with a side car.jpg,Two women riding an old motorcycle with a side car
../../datasets/Styles/style0/Two men check on a cell phone in a park.jpg,Two men check on a cell phone in a park
../../datasets/Styles/style0/A parking meter with garland on it near a curb and a parked car.jpg,A parking meter with garland on it near a curb and a parked car
../../datasets/Styles/style0/Two boys outside playing frisbee on a nice day.jpg,Two boys outside playing frisbee on a nice day
../../datasets/Styles/style0/A display case that has several cell phones in it.jpg,A display case that has several cell phones in it
"../../datasets/Styles/style0/A bathroom with a sink, bathtub and white toilet.jpg","A bathroom with a sink, bathtub and white toilet"
../../datasets/Styles/style0/A man on a bench holds a dog on a leash.jpg,A man on a bench holds a dog on a leash
../../datasets/Styles/style0/A number of suitcases are sitting in a hotel lobby.jpg,A number of suitcases are sitting in a hotel lobby
../../datasets/Styles/style0/A clean but empty bathroom has a white shower curtain.jpg,A clean but empty bathroom has a white shower curtain
../../datasets/Styles/style0/Small group of people enjoying pizza from variety on table.jpg,Small group of people enjoying pizza from variety on table
../../datasets/Styles/style0/Lone football player in a white uniform sitting on a bench.jpg,Lone football player in a white uniform sitting on a bench
../../datasets/Styles/style0/Someone is about to serve a full pizza.jpg,Someone is about to serve a full pizza
../../datasets/Styles/style0/kids standing in a line with dirtbikes.jpg,kids standing in a line with dirtbikes
../../datasets/Styles/style0/Boy riding his skateboard in a skateboard park.jpg,Boy riding his skateboard in a skateboard park
../../datasets/Styles/style0/A vase with a colorful flower arrangement.jpg,A vase with a colorful flower arrangement
../../datasets/Styles/style0/A parade of policemen on motorcycles are escorting a bus.jpg,A parade of policemen on motorcycles are escorting a bus
../../datasets/Styles/style0/Two men who are in the water with surfboards.jpg,Two men who are in the water with surfboards
../../datasets/Styles/style0/A man speaking on a phone next to a woman.jpg,A man speaking on a phone next to a woman
"../../datasets/Styles/style0/Outside, sits a number of attentive people, most in black tops, at a rectangular table with wine goblets on it; as a man at the end takes a picture, and a man near the front samples a glass.jpg","Outside, sits a number of attentive people, most in black tops, at a rectangular table with wine goblets on it; as a man at the end takes a picture, and a man near the front samples a glass"
../../datasets/Styles/style0/A woman playing a video game while an audience watches.jpg,A woman playing a video game while an audience watches
../../datasets/Styles/style0/A white bathroom wall decorated with old records.jpg,A white bathroom wall decorated with old records
../../datasets/Styles/style0/A few friends are gathering for dinner in a restaurant.jpg,A few friends are gathering for dinner in a restaurant
../../datasets/Styles/style0/A very cute looking cat in a hat.jpg,A very cute looking cat in a hat
../../datasets/Styles/style0/Two men at a restaurant with one man pulling a slice of pizza off a tray.jpg,Two men at a restaurant with one man pulling a slice of pizza off a tray
../../datasets/Styles/style0/A small table with cake and forks on plates.jpg,A small table with cake and forks on plates
../../datasets/Styles/style0/A group of parasailers on an ocean top.jpg,A group of parasailers on an ocean top
../../datasets/Styles/style0/A blue bowl with an handle on a floral surface.jpg,A blue bowl with an handle on a floral surface
../../datasets/Styles/style0/A man is ready to hit a pitch at a baseball game.jpg,A man is ready to hit a pitch at a baseball game
../../datasets/Styles/style0/The cat is lying in a large round bowl.jpg,The cat is lying in a large round bowl
../../datasets/Styles/style0/A computer desk topped with a laptop next to a computer monitor.jpg,A computer desk topped with a laptop next to a computer monitor
../../datasets/Styles/style0/A computer on a very small table in an office.jpg,A computer on a very small table in an office
../../datasets/Styles/style0/A living room with stuffed animals pinned to a wall.jpg,A living room with stuffed animals pinned to a wall
../../datasets/Styles/style0/two people standing playing nintendo wii in a large room.jpg,two people standing playing nintendo wii in a large room
../../datasets/Styles/style0/A man is standing near a table filled with wine glasses and wine bottles.jpg,A man is standing near a table filled with wine glasses and wine bottles
../../datasets/Styles/style0/some small slices of cheese pizza on a plate.jpg,some small slices of cheese pizza on a plate
../../datasets/Styles/style0/Many small wooden boats grouped together in the water.jpg,Many small wooden boats grouped together in the water
../../datasets/Styles/style0/A grill containing fruit and vegetables near a group of people.jpg,A grill containing fruit and vegetables near a group of people
../../datasets/Styles/style0/There is a man putting bread on a shelf.jpg,There is a man putting bread on a shelf
../../datasets/Styles/style0/A bunch of boys with skate boards at a skate park.jpg,A bunch of boys with skate boards at a skate park
../../datasets/Styles/style0/Girls competitively playing Frisbee in a green field.jpg,Girls competitively playing Frisbee in a green field
../../datasets/Styles/style0/A sleekly lit bathroom with a square pedestal sink.jpg,A sleekly lit bathroom with a square pedestal sink
../../datasets/Styles/style0/A hello kitty bag sitting on a bed next to other items.jpg,A hello kitty bag sitting on a bed next to other items
../../datasets/Styles/style0/A girl interacting with four horses in a field.jpg,A girl interacting with four horses in a field
../../datasets/Styles/style0/A man sitting at a table in front of a window.jpg,A man sitting at a table in front of a window
../../datasets/Styles/style0/A girl sitting in a chair in front of a fireplace playing Wii.jpg,A girl sitting in a chair in front of a fireplace playing Wii
../../datasets/Styles/style0/A before and after photograph of a bathroom.jpg,A before and after photograph of a bathroom
../../datasets/Styles/style0/Pizzas sit on trays near bottles of beer in a display.jpg,Pizzas sit on trays near bottles of beer in a display
../../datasets/Styles/style0/A male tennis player is playing tennis in an outdoor court.jpg,A male tennis player is playing tennis in an outdoor court
../../datasets/Styles/style0/A young girl picking a kite up off the ground.jpg,A young girl picking a kite up off the ground
../../datasets/Styles/style0/A zebra standing in  a forest next to a large boulder.jpg,A zebra standing in  a forest next to a large boulder
../../datasets/Styles/style0/Several sheep grazing and laying in a field with trees.jpg,Several sheep grazing and laying in a field with trees
../../datasets/Styles/style0/Some people are gathered around horse back riding.jpg,Some people are gathered around horse back riding
../../datasets/Styles/style0/A group of people and donkey on a narrow street between buildings.jpg,A group of people and donkey on a narrow street between buildings
"../../datasets/Styles/style0/Classroom scene of green and yellow tables, cabinets, and chairs.jpg","Classroom scene of green and yellow tables, cabinets, and chairs"
../../datasets/Styles/style0/A young man catches a frisbee at a park.jpg,A young man catches a frisbee at a park
../../datasets/Styles/style0/A white toilet sitting inside of a red bathroom stall.jpg,A white toilet sitting inside of a red bathroom stall
../../datasets/Styles/style0/A group of giraffes standing under a large tree.jpg,A group of giraffes standing under a large tree
../../datasets/Styles/style0/A child eating from a bowl with a spoon.jpg,A child eating from a bowl with a spoon
"../../datasets/Styles/style0/A black and white photo of two people walking down a snow-plowed street, one with a dog on a leash, the other with a suitcase on a leash.jpg","A black and white photo of two people walking down a snow-plowed street, one with a dog on a leash, the other with a suitcase on a leash"
../../datasets/Styles/style0/A skateboarder is doing a stunt on a railing.jpg,A skateboarder is doing a stunt on a railing
../../datasets/Styles/style0/Two boys are playing out in a field.jpg,Two boys are playing out in a field
../../datasets/Styles/style0/The couple have cut their wedding cake and are prepare to share it.jpg,The couple have cut their wedding cake and are prepare to share it
../../datasets/Styles/style0/Clock tower and dock in front of river paddle boat.jpg,Clock tower and dock in front of river paddle boat
../../datasets/Styles/style0/A man does a trick on his skateboard in a city while wearing earbuds with people in the background.jpg,A man does a trick on his skateboard in a city while wearing earbuds with people in the background
../../datasets/Styles/style0/a small toy boat with toy people on it.jpg,a small toy boat with toy people on it
../../datasets/Styles/style0/two people and the baby is playing with a cellphone.jpg,two people and the baby is playing with a cellphone
../../datasets/Styles/style0/A cup of coffee is sitting on a desk in front of a laptop.jpg,A cup of coffee is sitting on a desk in front of a laptop
"../../datasets/Styles/style0/A very clean kitchen counter with a box of tissues, paper towels, and an empty bottle.jpg","A very clean kitchen counter with a box of tissues, paper towels, and an empty bottle"
../../datasets/Styles/style0/a just married couple kissing on a bench by the water.jpg,a just married couple kissing on a bench by the water
../../datasets/Styles/style0/A toilet with orange wire in it and jacket stuffed behind.jpg,A toilet with orange wire in it and jacket stuffed behind
../../datasets/Styles/style0/Mobile phone displayed on wooden table with literature.jpg,Mobile phone displayed on wooden table with literature
../../datasets/Styles/style0/The Alter of a large church with a large cross above it.jpg,The Alter of a large church with a large cross above it
../../datasets/Styles/style0/The girls are sitting down looking at their computers.jpg,The girls are sitting down looking at their computers
../../datasets/Styles/style0/A street sign that is on a metal pole.jpg,A street sign that is on a metal pole
../../datasets/Styles/style0/A giraffe walking in red clay and grassy area.jpg,A giraffe walking in red clay and grassy area
../../datasets/Styles/style0/A man holding a Wii game controller while standing in a  living room.jpg,A man holding a Wii game controller while standing in a  living room
../../datasets/Styles/style0/two trains parked next to a station on the tracks.jpg,two trains parked next to a station on the tracks
../../datasets/Styles/style0/A girl plays with a plate by the side of a river bank.jpg,A girl plays with a plate by the side of a river bank
../../datasets/Styles/style0/A ten sitting next to a sidewalk filled with people.jpg,A ten sitting next to a sidewalk filled with people
../../datasets/Styles/style0/A woman fixing a plate in a kitchen.jpg,A woman fixing a plate in a kitchen
../../datasets/Styles/style0/A couple of plates of food on a table.jpg,A couple of plates of food on a table
../../datasets/Styles/style0/A group of skiers propel themselves down a hill.jpg,A group of skiers propel themselves down a hill
../../datasets/Styles/style0/There are two people sitting in rocking chairs.jpg,There are two people sitting in rocking chairs
../../datasets/Styles/style0/An adult giraffe standing in brown grass eating tree leaves.jpg,An adult giraffe standing in brown grass eating tree leaves
../../datasets/Styles/style0/A pile of ripe bananas sitting next to a pile of unripe bananas.jpg,A pile of ripe bananas sitting next to a pile of unripe bananas
../../datasets/Styles/style0/An older woman smiles with using the steering wheel of a video game.jpg,An older woman smiles with using the steering wheel of a video game
../../datasets/Styles/style0/A puppy rubbing its face on a pair of shoes.jpg,A puppy rubbing its face on a pair of shoes
../../datasets/Styles/style0/a male in a red hat a microphone trees and a building.jpg,a male in a red hat a microphone trees and a building
../../datasets/Styles/style0/A person at a beach near the ocean holding a surfboard and flying a red and yellow kite.jpg,A person at a beach near the ocean holding a surfboard and flying a red and yellow kite
../../datasets/Styles/style0/A man standing on a tennis court holding a racquet.jpg,A man standing on a tennis court holding a racquet
"../../datasets/Styles/style0/A table set with a table cloth, plate knife, fork, wine glass and bottle.jpg","A table set with a table cloth, plate knife, fork, wine glass and bottle"
../../datasets/Styles/style0/some black white and green signs and a building.jpg,some black white and green signs and a building
../../datasets/Styles/style0/A horse standing with some ropes in a building.jpg,A horse standing with some ropes in a building
../../datasets/Styles/style0/a child in a wagon with many green apples.jpg,a child in a wagon with many green apples
../../datasets/Styles/style0/A cameraman films a tennis player from the side of the court.jpg,A cameraman films a tennis player from the side of the court
../../datasets/Styles/style0/A lady attempting to carry a black cat in the same room as two other cats.jpg,A lady attempting to carry a black cat in the same room as two other cats
../../datasets/Styles/style0/a bear that is on top of a post.jpg,a bear that is on top of a post
../../datasets/Styles/style0/an image of a boy on a skateboard with a helmet.jpg,an image of a boy on a skateboard with a helmet
../../datasets/Styles/style0/I hope no one runs over those cows that are crossing the street.jpg,I hope no one runs over those cows that are crossing the street
../../datasets/Styles/style0/A bicycle parked on the sidewalk near a passenger bus.jpg,A bicycle parked on the sidewalk near a passenger bus
../../datasets/Styles/style0/Two people sitting at a table drinking wine.jpg,Two people sitting at a table drinking wine
../../datasets/Styles/style0/A man walking down the street with no shirt pulling luggage.jpg,A man walking down the street with no shirt pulling luggage
../../datasets/Styles/style0/A person is riding a surfboard in the ocean.jpg,A person is riding a surfboard in the ocean
../../datasets/Styles/style0/A baseball player holding a catchers mitt in a  park.jpg,A baseball player holding a catchers mitt in a  park
../../datasets/Styles/style0/A picture of a car driving down the road.jpg,A picture of a car driving down the road
../../datasets/Styles/style0/Many small boats in the water by some docks.jpg,Many small boats in the water by some docks
../../datasets/Styles/style0/A kitchen scene with an oven and a refrigerator.jpg,A kitchen scene with an oven and a refrigerator
../../datasets/Styles/style0/There is a well lit living room with an old phone.jpg,There is a well lit living room with an old phone
../../datasets/Styles/style0/A woman holding an umbrella and standing with a man.jpg,A woman holding an umbrella and standing with a man
../../datasets/Styles/style0/A bus on a road near some buildings.jpg,A bus on a road near some buildings
../../datasets/Styles/style0/Cats curled up asleep on a bathroom mat.jpg,Cats curled up asleep on a bathroom mat
../../datasets/Styles/style0/Two giraffes stand in an area with brush and a few trees.jpg,Two giraffes stand in an area with brush and a few trees
../../datasets/Styles/style0/A nice meal sitting on top of a plate.jpg,A nice meal sitting on top of a plate
../../datasets/Styles/style0/A living room area with a baby seat and a couch.jpg,A living room area with a baby seat and a couch
../../datasets/Styles/style0/Teddy bears on stage performing in front of a crowd.jpg,Teddy bears on stage performing in front of a crowd
../../datasets/Styles/style0/A man is playing frisbee in a park.jpg,A man is playing frisbee in a park
../../datasets/Styles/style0/The man is playing tennis on the court.jpg,The man is playing tennis on the court
../../datasets/Styles/style0/An airplane that is sitting outside of a runway terminal.jpg,An airplane that is sitting outside of a runway terminal
../../datasets/Styles/style0/A man stands with a kite on the ground.jpg,A man stands with a kite on the ground
../../datasets/Styles/style0/The door to a small bathroom stall is opened.jpg,The door to a small bathroom stall is opened
../../datasets/Styles/style0/A black laptop is resting next to a silver laptop on a wooden desk.jpg,A black laptop is resting next to a silver laptop on a wooden desk
../../datasets/Styles/style0/A trio of ducks flying over the water of a creek.jpg,A trio of ducks flying over the water of a creek
../../datasets/Styles/style0/A man in a hat is ordering outside of a food truck.jpg,A man in a hat is ordering outside of a food truck
../../datasets/Styles/style0/A living room scene with focus on the couch and window.jpg,A living room scene with focus on the couch and window
"../../datasets/Styles/style0/A corn dog, hotdog, and french fries covered in cheese.jpg","A corn dog, hotdog, and french fries covered in cheese"
../../datasets/Styles/style0/A group of police ride horses in the street.jpg,A group of police ride horses in the street
../../datasets/Styles/style0/a sandwich cut in to and two side dishes.jpg,a sandwich cut in to and two side dishes
../../datasets/Styles/style0/A group of people standing and walking in an area.jpg,A group of people standing and walking in an area
../../datasets/Styles/style0/Two zebra standing in sparse grass in a natural setting.jpg,Two zebra standing in sparse grass in a natural setting
"../../datasets/Styles/style0/A metal plate of food with a sandwich, salad and soup.jpg","A metal plate of food with a sandwich, salad and soup"
../../datasets/Styles/style0/A small bear half way up a birch tree.jpg,A small bear half way up a birch tree
../../datasets/Styles/style0/The city bus is making its way through traffic.jpg,The city bus is making its way through traffic
../../datasets/Styles/style0/Two cats peeping through a window while sitting on top of a couch.jpg,Two cats peeping through a window while sitting on top of a couch
../../datasets/Styles/style0/A vase of sunflowers seated on a table in a restaurant.jpg,A vase of sunflowers seated on a table in a restaurant
../../datasets/Styles/style0/a man on a skateboard in the air coming down onto a ramp.jpg,a man on a skateboard in the air coming down onto a ramp
../../datasets/Styles/style0/A toilet that has a white lid and a pink bowl.jpg,A toilet that has a white lid and a pink bowl
../../datasets/Styles/style0/Some people are having fun out in the beach.jpg,Some people are having fun out in the beach
../../datasets/Styles/style0/A boy sitting on a canoe dangling his feet in the water of a lake.jpg,A boy sitting on a canoe dangling his feet in the water of a lake
"../../datasets/Styles/style0/Butter, eggs, flour, sugar, chocolate squares, banana, and orange displayed on a table.jpg","Butter, eggs, flour, sugar, chocolate squares, banana, and orange displayed on a table"
../../datasets/Styles/style0/A happy woman with a knife standing by a large decorated chocolate cake at a party.jpg,A happy woman with a knife standing by a large decorated chocolate cake at a party
../../datasets/Styles/style0/Three men sit in a room tasting wine.jpg,Three men sit in a room tasting wine
../../datasets/Styles/style0/A plastic container filled with pink  and chocolate sprinkled donuts.jpg,A plastic container filled with pink  and chocolate sprinkled donuts
../../datasets/Styles/style0/A woman walking past a row of kites on a field.jpg,A woman walking past a row of kites on a field
../../datasets/Styles/style0/A snowboarder kneeling on a snowy mountain slope.jpg,A snowboarder kneeling on a snowy mountain slope
../../datasets/Styles/style0/A bird with an insect in its mouth sitting on a branch.jpg,A bird with an insect in its mouth sitting on a branch
../../datasets/Styles/style0/Two guys and a girl are sitting in a bedroom and the guys are playing a Wii.jpg,Two guys and a girl are sitting in a bedroom and the guys are playing a Wii
../../datasets/Styles/style0/A smart phone next to a piece of cloth on a wooden surface.jpg,A smart phone next to a piece of cloth on a wooden surface
../../datasets/Styles/style0/Two people hiking up a mountain in the snow.jpg,Two people hiking up a mountain in the snow
../../datasets/Styles/style0/A large jet sitting on top of an airport tarmac.jpg,A large jet sitting on top of an airport tarmac
../../datasets/Styles/style0/A pizza sitting on top of a wooden spatula.jpg,A pizza sitting on top of a wooden spatula
../../datasets/Styles/style0/A truck parked on top of a grass covered hillside.jpg,A truck parked on top of a grass covered hillside
../../datasets/Styles/style0/A black and white decorated bathroom with pedal sink.jpg,A black and white decorated bathroom with pedal sink
../../datasets/Styles/style0/A couple playing Wii tennis in a small room.jpg,A couple playing Wii tennis in a small room
../../datasets/Styles/style0/The man is sitting on the parked motorcycle.jpg,The man is sitting on the parked motorcycle
../../datasets/Styles/style0/A person on skis jumps in the air while another person holds up a card.jpg,A person on skis jumps in the air while another person holds up a card
../../datasets/Styles/style0/A woman in a large field flying a kite.jpg,A woman in a large field flying a kite
../../datasets/Styles/style0/A couple of cats are sitting on a chair.jpg,A couple of cats are sitting on a chair
../../datasets/Styles/style0/a bunch of urinals are lined up on the walls.jpg,a bunch of urinals are lined up on the walls
../../datasets/Styles/style0/A tall brick building with a cock mounted on it's face.jpg,A tall brick building with a cock mounted on it's face
../../datasets/Styles/style0/A boat sits on the water in front of a light house.jpg,A boat sits on the water in front of a light house
../../datasets/Styles/style0/Traffic cones detour traffic away from a construction area.jpg,Traffic cones detour traffic away from a construction area
../../datasets/Styles/style0/A man speaking on his cellular phone while walking a dog.jpg,A man speaking on his cellular phone while walking a dog
../../datasets/Styles/style0/Passengers are preparing to load onto a train.jpg,Passengers are preparing to load onto a train
"../../datasets/Styles/style0/A color illustration of two cats dressed like a man and a woman, playing tennis.jpg","A color illustration of two cats dressed like a man and a woman, playing tennis"
../../datasets/Styles/style0/A shot of a television from the bed in a bedroom.jpg,A shot of a television from the bed in a bedroom
