image,text
../../datasets/Styles/style2/A very large blue commercial air plane near a truck.jpg,A very large blue commercial air plane near a truck
../../datasets/Styles/style2/A woman holding up and umbrella carrying a hand bag.jpg,A woman holding up and umbrella carrying a hand bag
../../datasets/Styles/style2/Two people looking at laptop computer screen on a table.jpg,Two people looking at laptop computer screen on a table
../../datasets/Styles/style2/A boat with passengers on the water by the city.jpg,A boat with passengers on the water by the city
"../../datasets/Styles/style2/A man uses a laptop computer, while another checks his cell phone.jpg","A man uses a laptop computer, while another checks his cell phone"
../../datasets/Styles/style2/Outdoor art piece of an elephant covered in paint being displayed for sale.jpg,Outdoor art piece of an elephant covered in paint being displayed for sale
../../datasets/Styles/style2/A group of giraffes on a path near a few trees.jpg,A group of giraffes on a path near a few trees
../../datasets/Styles/style2/A person is flying a red kite while another person stands by her.jpg,A person is flying a red kite while another person stands by her
../../datasets/Styles/style2/The man is skiing in the white cold snow.jpg,The man is skiing in the white cold snow
../../datasets/Styles/style2/A young man playing on a skateboard at a play ground.jpg,A young man playing on a skateboard at a play ground
../../datasets/Styles/style2/A cat lies on tile next to a pair of shoes.jpg,A cat lies on tile next to a pair of shoes
../../datasets/Styles/style2/Bird sitting on a fence near green plants and pink flowers.jpg,Bird sitting on a fence near green plants and pink flowers
../../datasets/Styles/style2/A multi layer wedding cake with white frosting.jpg,A multi layer wedding cake with white frosting
../../datasets/Styles/style2/A cross section of a cake shows the many layers.jpg,A cross section of a cake shows the many layers
../../datasets/Styles/style2/Two men looking at a plane on a runway.jpg,Two men looking at a plane on a runway
../../datasets/Styles/style2/A herd of zebras standing in a grassy field.jpg,A herd of zebras standing in a grassy field
../../datasets/Styles/style2/A group of baseball players standing on top of a field.jpg,A group of baseball players standing on top of a field
../../datasets/Styles/style2/A pair of park benches in front of a metal rail.jpg,A pair of park benches in front of a metal rail
../../datasets/Styles/style2/A very nice looking kitchen with a bright window.jpg,A very nice looking kitchen with a bright window
../../datasets/Styles/style2/A tie is shown around someone's neck with a sweater.jpg,A tie is shown around someone's neck with a sweater
../../datasets/Styles/style2/A bowl filled with pasta and vegetables in sauce.jpg,A bowl filled with pasta and vegetables in sauce
../../datasets/Styles/style2/A child standing in front of the TV and holding a Wii remote.jpg,A child standing in front of the TV and holding a Wii remote
../../datasets/Styles/style2/A double decker bus in Europe that is white.jpg,A double decker bus in Europe that is white
../../datasets/Styles/style2/Passenger train station waiting for people to board.jpg,Passenger train station waiting for people to board
"../../datasets/Styles/style2/A small boy wearing a hat, sitting on a bench in grass outside, looking into the camera.jpg","A small boy wearing a hat, sitting on a bench in grass outside, looking into the camera"
../../datasets/Styles/style2/A boy in a car on a laptop.jpg,A boy in a car on a laptop
../../datasets/Styles/style2/Various donuts and pastries are displayed behind glass.jpg,Various donuts and pastries are displayed behind glass
../../datasets/Styles/style2/two people walking on a side walk wearing older baseball uniforms.jpg,two people walking on a side walk wearing older baseball uniforms
../../datasets/Styles/style2/A big bus that is stuck at a light and in traffic.jpg,A big bus that is stuck at a light and in traffic
../../datasets/Styles/style2/Two women stand on skis on a snowy day in a city.jpg,Two women stand on skis on a snowy day in a city
../../datasets/Styles/style2/A woman riding on the back of a brown horse.jpg,A woman riding on the back of a brown horse
../../datasets/Styles/style2/Giraffes making their way across the savanna at dusk.jpg,Giraffes making their way across the savanna at dusk
../../datasets/Styles/style2/A couple of young men kicking a soccer ball around a field.jpg,A couple of young men kicking a soccer ball around a field
../../datasets/Styles/style2/A man is riding on a surfboard in the ocean.jpg,A man is riding on a surfboard in the ocean
../../datasets/Styles/style2/A herd of animals standing together by the water.jpg,A herd of animals standing together by the water
"../../datasets/Styles/style2/Three giraffes in a fence, one of them bending down.jpg","Three giraffes in a fence, one of them bending down"
../../datasets/Styles/style2/Group of people riding bikes and mopeds on the street.jpg,Group of people riding bikes and mopeds on the street
../../datasets/Styles/style2/A black cat sitting on a white toilet seat.jpg,A black cat sitting on a white toilet seat
"../../datasets/Styles/style2/A clean bathroom containing a vanity sink, toilet, and mirror.jpg","A clean bathroom containing a vanity sink, toilet, and mirror"
../../datasets/Styles/style2/a woman holding onto a partially eaten carrot.jpg,a woman holding onto a partially eaten carrot
../../datasets/Styles/style2/a woman skiing down a hill with a small child.jpg,a woman skiing down a hill with a small child
../../datasets/Styles/style2/a bicycle rider and many people walking among tall buildings.jpg,a bicycle rider and many people walking among tall buildings
../../datasets/Styles/style2/a family sits down to eat at a lighted dining room table.jpg,a family sits down to eat at a lighted dining room table
../../datasets/Styles/style2/A person attempting to cook on a grill in the rain.jpg,A person attempting to cook on a grill in the rain
../../datasets/Styles/style2/people siting on a couch with a table full of food.jpg,people siting on a couch with a table full of food
../../datasets/Styles/style2/A CAT IS LOOKING OVER A COMPUTER SCREEN.jpg,A CAT IS LOOKING OVER A COMPUTER SCREEN
../../datasets/Styles/style2/A group of sheep grazing in a pasture near a mountain.jpg,A group of sheep grazing in a pasture near a mountain
../../datasets/Styles/style2/People standing at street corner near large advertisement on wall.jpg,People standing at street corner near large advertisement on wall
../../datasets/Styles/style2/A clock tower next to a street with lights and signs.jpg,A clock tower next to a street with lights and signs
../../datasets/Styles/style2/A man is holding a surfing board on a beach.jpg,A man is holding a surfing board on a beach
../../datasets/Styles/style2/A large Delta passenger airplane ascending into the air with the nose of the plane pointing upward.jpg,A large Delta passenger airplane ascending into the air with the nose of the plane pointing upward
../../datasets/Styles/style2/Two zebras walk side by side in a grassy area.jpg,Two zebras walk side by side in a grassy area
../../datasets/Styles/style2/A woman sitting on top of a floor next to a refrigerator.jpg,A woman sitting on top of a floor next to a refrigerator
../../datasets/Styles/style2/Lots of people walking a city street in the rain.jpg,Lots of people walking a city street in the rain
../../datasets/Styles/style2/A small bathroom that seems quite accessible.jpg,A small bathroom that seems quite accessible
../../datasets/Styles/style2/A close shot of a pizza plate with a rubber on it.jpg,A close shot of a pizza plate with a rubber on it
../../datasets/Styles/style2/A bunch of small vanilla cupcakes with vanilla frosting.jpg,A bunch of small vanilla cupcakes with vanilla frosting
../../datasets/Styles/style2/The small bathroom has lights above the sink mirror.jpg,The small bathroom has lights above the sink mirror
../../datasets/Styles/style2/A young girl eating a piece of pizza with a fork.jpg,A young girl eating a piece of pizza with a fork
../../datasets/Styles/style2/Two men holding some black and white lambs.jpg,Two men holding some black and white lambs
../../datasets/Styles/style2/A plane is flying over a fence and grass.jpg,A plane is flying over a fence and grass
../../datasets/Styles/style2/a little boy is next to a fire hydrant outside.jpg,a little boy is next to a fire hydrant outside
../../datasets/Styles/style2/A vase of flowers and people at a table.jpg,A vase of flowers and people at a table
../../datasets/Styles/style2/Pile of several different bananas on a stand waiting to be purchased.jpg,Pile of several different bananas on a stand waiting to be purchased
../../datasets/Styles/style2/A man on a boat with the shore behind him.jpg,A man on a boat with the shore behind him
../../datasets/Styles/style2/People riding skis up a ski slope on snow covered ground.jpg,People riding skis up a ski slope on snow covered ground
../../datasets/Styles/style2/The wicker basket has various fruits in it.jpg,The wicker basket has various fruits in it
../../datasets/Styles/style2/The bowls are sitting in a straight row on the counter.jpg,The bowls are sitting in a straight row on the counter
../../datasets/Styles/style2/A small bedroom that is simply decorated and furnished.jpg,A small bedroom that is simply decorated and furnished
../../datasets/Styles/style2/The cell phone on the table is next to a bottle of liquor.jpg,The cell phone on the table is next to a bottle of liquor
../../datasets/Styles/style2/A bunch of sheep are walking around in a field.jpg,A bunch of sheep are walking around in a field
../../datasets/Styles/style2/An orange and yellow train traveling down tracks.jpg,An orange and yellow train traveling down tracks
../../datasets/Styles/style2/A look at a snowy park with a bunch of people in it.jpg,A look at a snowy park with a bunch of people in it
../../datasets/Styles/style2/a man in a bakery holding onto trays of food.jpg,a man in a bakery holding onto trays of food
../../datasets/Styles/style2/A look from outside with a bus alongside the road.jpg,A look from outside with a bus alongside the road
../../datasets/Styles/style2/a person sitting on a couch with a nintendo wii remote.jpg,a person sitting on a couch with a nintendo wii remote
../../datasets/Styles/style2/A man and an older man pose together with tennis rackets.jpg,A man and an older man pose together with tennis rackets
../../datasets/Styles/style2/a tennis player stretching to hit a ball.jpg,a tennis player stretching to hit a ball
../../datasets/Styles/style2/A bed with blankets and pillows in a room.jpg,A bed with blankets and pillows in a room
../../datasets/Styles/style2/two skiers one wearing orange and the other red.jpg,two skiers one wearing orange and the other red
../../datasets/Styles/style2/A woman in a grey hat wearing a pink and purple striped tank top posing next to a wooden sign.jpg,A woman in a grey hat wearing a pink and purple striped tank top posing next to a wooden sign
../../datasets/Styles/style2/A rainbow cake on the inside with colorful sprinkles as the frosting.jpg,A rainbow cake on the inside with colorful sprinkles as the frosting
../../datasets/Styles/style2/A man walking along a beach holding a blue surfboard.jpg,A man walking along a beach holding a blue surfboard
../../datasets/Styles/style2/A tractor and a herd of cows in a farming field.jpg,A tractor and a herd of cows in a farming field
../../datasets/Styles/style2/A girl outside a donut shop eating a covered donut with sprinkles.jpg,A girl outside a donut shop eating a covered donut with sprinkles
../../datasets/Styles/style2/A white cat hides underneath a red car.jpg,A white cat hides underneath a red car
../../datasets/Styles/style2/Four people pedal a sculpture made out of bicycles in front of a building while a crowd watches.jpg,Four people pedal a sculpture made out of bicycles in front of a building while a crowd watches
../../datasets/Styles/style2/Many people sitting at tables with their laptops.jpg,Many people sitting at tables with their laptops
../../datasets/Styles/style2/The child is sitting in the middle of the decorated room.jpg,The child is sitting in the middle of the decorated room
../../datasets/Styles/style2/A young person on a surfboard riding a wave.jpg,A young person on a surfboard riding a wave
../../datasets/Styles/style2/A vase of flowers is sitting on a table.jpg,A vase of flowers is sitting on a table
../../datasets/Styles/style2/A small dog looks out the window of   a vehicle.jpg,A small dog looks out the window of   a vehicle
../../datasets/Styles/style2/A boy performing a trick on a skateboard in a park.jpg,A boy performing a trick on a skateboard in a park
../../datasets/Styles/style2/A jumbo jet plane with a boarding deck connected to it.jpg,A jumbo jet plane with a boarding deck connected to it
../../datasets/Styles/style2/A young boy on a skateboard is in mid air.jpg,A young boy on a skateboard is in mid air
../../datasets/Styles/style2/A box of pizza sits near people ordering food at an Italian restaurant.jpg,A box of pizza sits near people ordering food at an Italian restaurant
../../datasets/Styles/style2/A person relaxing on a bench in front of a wall.jpg,A person relaxing on a bench in front of a wall
../../datasets/Styles/style2/A white boat is moored next to a boat dock.jpg,A white boat is moored next to a boat dock
../../datasets/Styles/style2/A man is sitting on an airplane reading a book.jpg,A man is sitting on an airplane reading a book
../../datasets/Styles/style2/Two motorcycles parked next to each other on pavement.jpg,Two motorcycles parked next to each other on pavement
"../../datasets/Styles/style2/A glass casserole dish filled with food sits next to bowls of broccoli, cauliflower and carrot strips.jpg","A glass casserole dish filled with food sits next to bowls of broccoli, cauliflower and carrot strips"
../../datasets/Styles/style2/A little girl riding skis on a training machine.jpg,A little girl riding skis on a training machine
../../datasets/Styles/style2/A row of parked jets sitting on top of a dirt ground.jpg,A row of parked jets sitting on top of a dirt ground
../../datasets/Styles/style2/A little kid eating food while sitting at a table.jpg,A little kid eating food while sitting at a table
../../datasets/Styles/style2/Several people stand in front of a white van.jpg,Several people stand in front of a white van
../../datasets/Styles/style2/Firemen standing in a street with water all around them.jpg,Firemen standing in a street with water all around them
"../../datasets/Styles/style2/A man, with other people in the background, is sitting at a picnic table with a cell phone in front of him while he uses a fork and knife to cut a dessert on a plate.jpg","A man, with other people in the background, is sitting at a picnic table with a cell phone in front of him while he uses a fork and knife to cut a dessert on a plate"
../../datasets/Styles/style2/Blue and purple eucalyptus is transformed in an oriental vase.jpg,Blue and purple eucalyptus is transformed in an oriental vase
../../datasets/Styles/style2/A man standing inside of a store filled with items.jpg,A man standing inside of a store filled with items
../../datasets/Styles/style2/Two men that are standing up holding remotes.jpg,Two men that are standing up holding remotes
../../datasets/Styles/style2/A man riding a water board in some rapids.jpg,A man riding a water board in some rapids
../../datasets/Styles/style2/The bus has an unusually odd shaped nose.jpg,The bus has an unusually odd shaped nose
../../datasets/Styles/style2/A fork is next to a plate with a slice of cake.jpg,A fork is next to a plate with a slice of cake
../../datasets/Styles/style2/A sandiwch made with doughnut bacon and egg.jpg,A sandiwch made with doughnut bacon and egg
../../datasets/Styles/style2/The fire hydrant is next to a telephone pole on the sidewalk.jpg,The fire hydrant is next to a telephone pole on the sidewalk
../../datasets/Styles/style2/a person in a white shirt is skateboarding and another is watching.jpg,a person in a white shirt is skateboarding and another is watching
../../datasets/Styles/style2/Two boys are doing skateboard jumps in the street.jpg,Two boys are doing skateboard jumps in the street
../../datasets/Styles/style2/A refrigerator sitting in a  room next to a window.jpg,A refrigerator sitting in a  room next to a window
../../datasets/Styles/style2/A couple of motorcycles lined in the street.jpg,A couple of motorcycles lined in the street
../../datasets/Styles/style2/A hamburger that is sitting on a tray.jpg,A hamburger that is sitting on a tray
"../../datasets/Styles/style2/A vase with kanji holds flowers and is displayed next to a purple mug, a mug with a dog, and a white mug.jpg","A vase with kanji holds flowers and is displayed next to a purple mug, a mug with a dog, and a white mug"
../../datasets/Styles/style2/A living room filled with furniture and a flat screen TV.jpg,A living room filled with furniture and a flat screen TV
../../datasets/Styles/style2/The four friends are enjoying playing the video game.jpg,The four friends are enjoying playing the video game
../../datasets/Styles/style2/Dental hygiene products sit on a bathroom shelf.jpg,Dental hygiene products sit on a bathroom shelf
../../datasets/Styles/style2/A pile of oranges sitting on top of a pile of lemons.jpg,A pile of oranges sitting on top of a pile of lemons
../../datasets/Styles/style2/Picture of an exterior place that looks wonderful.jpg,Picture of an exterior place that looks wonderful
../../datasets/Styles/style2/A man with sunglasses on talks on a phone.jpg,A man with sunglasses on talks on a phone
../../datasets/Styles/style2/A person handling many carrots over a counter.jpg,A person handling many carrots over a counter
../../datasets/Styles/style2/An elephant standing on a dirt patch near a forest.jpg,An elephant standing on a dirt patch near a forest
../../datasets/Styles/style2/A woman plays around with a small white and brown dog.jpg,A woman plays around with a small white and brown dog
../../datasets/Styles/style2/Two different planes flying in a sky with clouds.jpg,Two different planes flying in a sky with clouds
"../../datasets/Styles/style2/Plates of partially eaten food, such a pizza, creme brulee and cake.jpg","Plates of partially eaten food, such a pizza, creme brulee and cake"
../../datasets/Styles/style2/an image of a food market under an umbrella.jpg,an image of a food market under an umbrella
../../datasets/Styles/style2/A surfer riding a wave with his neon yellow and pink surf board.jpg,A surfer riding a wave with his neon yellow and pink surf board
../../datasets/Styles/style2/Several elephants standing and walking near trees and bushes.jpg,Several elephants standing and walking near trees and bushes
../../datasets/Styles/style2/A man and a women who are sampling a piece of wedding cake.jpg,A man and a women who are sampling a piece of wedding cake
../../datasets/Styles/style2/A young holding a neon green frisbee in front of a woman.jpg,A young holding a neon green frisbee in front of a woman
../../datasets/Styles/style2/Two stuffed animals sitting on a big pillow.jpg,Two stuffed animals sitting on a big pillow
../../datasets/Styles/style2/A covered army truck driving in the dirt.jpg,A covered army truck driving in the dirt
../../datasets/Styles/style2/A baby cow is bottle fed by a woman.jpg,A baby cow is bottle fed by a woman
../../datasets/Styles/style2/Two men and a woman dressed in suits.jpg,Two men and a woman dressed in suits
../../datasets/Styles/style2/A PERSON RIDING A MINI CYCLE IN A MINI AUTOMOBILE SHOW.jpg,A PERSON RIDING A MINI CYCLE IN A MINI AUTOMOBILE SHOW
../../datasets/Styles/style2/A hand is holding a remote control over a beige rug.jpg,A hand is holding a remote control over a beige rug
../../datasets/Styles/style2/Some soccer players playing a game of soccer together.jpg,Some soccer players playing a game of soccer together
../../datasets/Styles/style2/a big cat laying on top of a black suitcase.jpg,a big cat laying on top of a black suitcase
../../datasets/Styles/style2/a red train that is on a rail road track.jpg,a red train that is on a rail road track
../../datasets/Styles/style2/A person surfing balone in the sea with strong waves.jpg,A person surfing balone in the sea with strong waves
../../datasets/Styles/style2/A yellow fire hydrant with a can of coke on top.jpg,A yellow fire hydrant with a can of coke on top
../../datasets/Styles/style2/The computer desk is holding two computer monitors.jpg,The computer desk is holding two computer monitors
../../datasets/Styles/style2/Woman and man sitting on a train with the doors closed.jpg,Woman and man sitting on a train with the doors closed
../../datasets/Styles/style2/The there is a tower shelf unit between the two sink.jpg,The there is a tower shelf unit between the two sink
../../datasets/Styles/style2/A person holding a yummy looking hot dog.jpg,A person holding a yummy looking hot dog
../../datasets/Styles/style2/A street that has yellow tape blocking it off.jpg,A street that has yellow tape blocking it off
../../datasets/Styles/style2/A sign is displayed next to a curb on grass.jpg,A sign is displayed next to a curb on grass
../../datasets/Styles/style2/A man wearing a jacket and hat is on a laptop.jpg,A man wearing a jacket and hat is on a laptop
../../datasets/Styles/style2/Electric passengers cars waiting at a rail station.jpg,Electric passengers cars waiting at a rail station
../../datasets/Styles/style2/this herd of elephants is walking in the water.jpg,this herd of elephants is walking in the water
../../datasets/Styles/style2/A man sitting at a table filled with drinks and food.jpg,A man sitting at a table filled with drinks and food
../../datasets/Styles/style2/A group of people playing on a tennis court.jpg,A group of people playing on a tennis court
../../datasets/Styles/style2/A train traveling down tracks near a tall building.jpg,A train traveling down tracks near a tall building
../../datasets/Styles/style2/an airplane is out on the runway and a truck is carrying stairs and a van is parked next to the truck with stairs.jpg,an airplane is out on the runway and a truck is carrying stairs and a van is parked next to the truck with stairs
../../datasets/Styles/style2/Group of guys on teams playing a game of cricket.jpg,Group of guys on teams playing a game of cricket
../../datasets/Styles/style2/A white sheep with a chair wrapped around it's neck in severe pain.jpg,A white sheep with a chair wrapped around it's neck in severe pain
../../datasets/Styles/style2/The two cats are laying on the bed together.jpg,The two cats are laying on the bed together
../../datasets/Styles/style2/A computer mouse on top of a mouse pad next to a cup of coffee.jpg,A computer mouse on top of a mouse pad next to a cup of coffee
../../datasets/Styles/style2/there is a hp lap top with stickers on the front of it.jpg,there is a hp lap top with stickers on the front of it
../../datasets/Styles/style2/Three elephants stand and drink at the edge of the water.jpg,Three elephants stand and drink at the edge of the water
../../datasets/Styles/style2/Well kept bathroom area with flowers in vase displayed on counter.jpg,Well kept bathroom area with flowers in vase displayed on counter
../../datasets/Styles/style2/A full view of a bedroom with a bed and a chair.jpg,A full view of a bedroom with a bed and a chair
"../../datasets/Styles/style2/Blue shirt, black shorts soccer playing kids on a green field.jpg","Blue shirt, black shorts soccer playing kids on a green field"
"../../datasets/Styles/style2/Bananas, limes and other food are displayed on tables.jpg","Bananas, limes and other food are displayed on tables"
"../../datasets/Styles/style2/Plate with sandwich, chips, dip, and pickle on table with beer.jpg","Plate with sandwich, chips, dip, and pickle on table with beer"
../../datasets/Styles/style2/A double-decker bus is going down the street.jpg,A double-decker bus is going down the street
../../datasets/Styles/style2/A desk with a  computer and speakers on it.jpg,A desk with a  computer and speakers on it
../../datasets/Styles/style2/A man in a suit holding a glass.jpg,A man in a suit holding a glass
../../datasets/Styles/style2/Two men sitting on a bench as others stand next at the entrance of a store.jpg,Two men sitting on a bench as others stand next at the entrance of a store
../../datasets/Styles/style2/A bird seated on a tree limb in a lagoon.jpg,A bird seated on a tree limb in a lagoon
../../datasets/Styles/style2/A couple of animals that are sitting on a bed.jpg,A couple of animals that are sitting on a bed
../../datasets/Styles/style2/A man riding on the back of a small boat.jpg,A man riding on the back of a small boat
../../datasets/Styles/style2/Horses look around as the stand in their stables.jpg,Horses look around as the stand in their stables
../../datasets/Styles/style2/Woman wearing sunglasses consuming food item on sunny day.jpg,Woman wearing sunglasses consuming food item on sunny day
../../datasets/Styles/style2/A pair of cats trying to get to the window above the sink in a bathroom.jpg,A pair of cats trying to get to the window above the sink in a bathroom
../../datasets/Styles/style2/There is a man laying down on the grass holding a skateboard with his shoes.jpg,There is a man laying down on the grass holding a skateboard with his shoes
../../datasets/Styles/style2/A person and a dog on a bike.jpg,A person and a dog on a bike
../../datasets/Styles/style2/A couple of traffic lights near a tree.jpg,A couple of traffic lights near a tree
../../datasets/Styles/style2/Small elephant playing with a soccer ball in a dirty enclosure.jpg,Small elephant playing with a soccer ball in a dirty enclosure
../../datasets/Styles/style2/A mother teaching her child how to ski.jpg,A mother teaching her child how to ski
../../datasets/Styles/style2/A dinning room table sitting next to a kitchen with hard wood floors.jpg,A dinning room table sitting next to a kitchen with hard wood floors
../../datasets/Styles/style2/The toilet is broke and sitting on the grass.jpg,The toilet is broke and sitting on the grass
../../datasets/Styles/style2/A man is about to serve a tennis ball.jpg,A man is about to serve a tennis ball
../../datasets/Styles/style2/Water dripping off an orange in an orchard.jpg,Water dripping off an orange in an orchard
../../datasets/Styles/style2/There are two giraffes standing together in the wild.jpg,There are two giraffes standing together in the wild
../../datasets/Styles/style2/Four woman standing with bananas in their hands.jpg,Four woman standing with bananas in their hands
../../datasets/Styles/style2/A group of benches sitting next to each other near a building.jpg,A group of benches sitting next to each other near a building
../../datasets/Styles/style2/A puppy rubbing its face on a pair of shoes.jpg,A puppy rubbing its face on a pair of shoes
../../datasets/Styles/style2/A baby and a lady brushing their teeth together.jpg,A baby and a lady brushing their teeth together
../../datasets/Styles/style2/a public transit bus on a city street.jpg,a public transit bus on a city street
"../../datasets/Styles/style2/A plate of steak, with sliced carrots, pasta, and green beans.jpg","A plate of steak, with sliced carrots, pasta, and green beans"
../../datasets/Styles/style2/Girl walking down the sidewalk talking on her cellphone.jpg,Girl walking down the sidewalk talking on her cellphone
../../datasets/Styles/style2/Budapest River Ride amphibious sightseeing bus travels the Danube.jpg,Budapest River Ride amphibious sightseeing bus travels the Danube
../../datasets/Styles/style2/A giraffe standing next to a tall grass feeder.jpg,A giraffe standing next to a tall grass feeder
../../datasets/Styles/style2/A road sign pointing at least five different directions.jpg,A road sign pointing at least five different directions
../../datasets/Styles/style2/two giraffes behind rocks with trees in the background.jpg,two giraffes behind rocks with trees in the background
../../datasets/Styles/style2/Boat with staff on water with city in background.jpg,Boat with staff on water with city in background
../../datasets/Styles/style2/A woman is preparing to go skiing down the slope.jpg,A woman is preparing to go skiing down the slope
../../datasets/Styles/style2/A giraffe stands next to another slightly taller giraffe.jpg,A giraffe stands next to another slightly taller giraffe
../../datasets/Styles/style2/A group of people sitting around a dog on a porch.jpg,A group of people sitting around a dog on a porch
../../datasets/Styles/style2/A pizza cut in slices sitting inside a box.jpg,A pizza cut in slices sitting inside a box
../../datasets/Styles/style2/A person using a computer keyboard on top of a desk.jpg,A person using a computer keyboard on top of a desk
../../datasets/Styles/style2/a black cow harnessed to a fence.jpg,a black cow harnessed to a fence
../../datasets/Styles/style2/A toddler in a mini toy car on a busy sidewalk.jpg,A toddler in a mini toy car on a busy sidewalk
../../datasets/Styles/style2/A hand holding a hot dog in a bun.jpg,A hand holding a hot dog in a bun
../../datasets/Styles/style2/A person riding on a skateboard at night.jpg,A person riding on a skateboard at night
../../datasets/Styles/style2/A large jetliner being worked on by two large cranes.jpg,A large jetliner being worked on by two large cranes
../../datasets/Styles/style2/a road closed sign with two men walking down the sidewalk.jpg,a road closed sign with two men walking down the sidewalk
../../datasets/Styles/style2/A stop sign is standing on the side of the road in front of houses.jpg,A stop sign is standing on the side of the road in front of houses
../../datasets/Styles/style2/a repeat picture of the same two guys.jpg,a repeat picture of the same two guys
../../datasets/Styles/style2/A picture of a male skateboarding yp a ramp.jpg,A picture of a male skateboarding yp a ramp
../../datasets/Styles/style2/A pile of luggage sitting on a metal cart.jpg,A pile of luggage sitting on a metal cart
../../datasets/Styles/style2/Gigantic kites flying in the wind in a park.jpg,Gigantic kites flying in the wind in a park
../../datasets/Styles/style2/There is a room with different things in the picture.jpg,There is a room with different things in the picture
../../datasets/Styles/style2/An open market has produce in wooden boxes.jpg,An open market has produce in wooden boxes
"../../datasets/Styles/style2/The plate of food is mixed with broccoli, carrots, and green beans.jpg","The plate of food is mixed with broccoli, carrots, and green beans"
../../datasets/Styles/style2/The yellow suit case is being displayed next to a smaller yellow suitcase.jpg,The yellow suit case is being displayed next to a smaller yellow suitcase
../../datasets/Styles/style2/Two giraffes and a zebra are in an enclosure.jpg,Two giraffes and a zebra are in an enclosure
../../datasets/Styles/style2/The speed boat is speeding in the water.jpg,The speed boat is speeding in the water
../../datasets/Styles/style2/a girl sitting on a surfboard as she rides a little wave.jpg,a girl sitting on a surfboard as she rides a little wave
../../datasets/Styles/style2/A white dog lies in the middle of a suitcase on top of a wood floor.jpg,A white dog lies in the middle of a suitcase on top of a wood floor
../../datasets/Styles/style2/A photot studio set up to do a photo shoot of wineglasses and umbrellas.jpg,A photot studio set up to do a photo shoot of wineglasses and umbrellas
../../datasets/Styles/style2/The child is skiing as another person snowboards in the distance.jpg,The child is skiing as another person snowboards in the distance
../../datasets/Styles/style2/A living room filled with furniture next to a window.jpg,A living room filled with furniture next to a window
../../datasets/Styles/style2/A person helps an elephant to paint a picture.jpg,A person helps an elephant to paint a picture
../../datasets/Styles/style2/a cat inside of a small toy air plane.jpg,a cat inside of a small toy air plane
../../datasets/Styles/style2/Two shirtless men driving a scooter on the road near parked cars.jpg,Two shirtless men driving a scooter on the road near parked cars
../../datasets/Styles/style2/Three pink roses in a vase in front of a white wall.jpg,Three pink roses in a vase in front of a white wall
../../datasets/Styles/style2/four giraffes standing together in front of a wooden wall.jpg,four giraffes standing together in front of a wooden wall
../../datasets/Styles/style2/The tennis player in the orange shirt and white hat returns a volley.jpg,The tennis player in the orange shirt and white hat returns a volley
../../datasets/Styles/style2/A zebra grazing in a grassy field with fence in foreground.jpg,A zebra grazing in a grassy field with fence in foreground
"../../datasets/Styles/style2/A sign for voddo at that location, now.jpg","A sign for voddo at that location, now"
../../datasets/Styles/style2/A yellow bus travelling down a street with cars trailing.jpg,A yellow bus travelling down a street with cars trailing
../../datasets/Styles/style2/A woman bending over in a kitchen near pots and pans.jpg,A woman bending over in a kitchen near pots and pans
../../datasets/Styles/style2/A kitten is standing on the seat of a motorcycle.jpg,A kitten is standing on the seat of a motorcycle
"../../datasets/Styles/style2/A Little League baseball game with the hitter, catcher, and umpire.jpg","A Little League baseball game with the hitter, catcher, and umpire"
../../datasets/Styles/style2/A person preparing hotdogs in a red basket.jpg,A person preparing hotdogs in a red basket
../../datasets/Styles/style2/A group of people standing next to a hill in the open.jpg,A group of people standing next to a hill in the open
../../datasets/Styles/style2/A snowboarder snowboarding down a slope that has trees along it.jpg,A snowboarder snowboarding down a slope that has trees along it
../../datasets/Styles/style2/Wooden table with electronic computer equipment and large rat.jpg,Wooden table with electronic computer equipment and large rat
../../datasets/Styles/style2/A colorful pasta dish cooked with vegetables and corkscrew pasta.jpg,A colorful pasta dish cooked with vegetables and corkscrew pasta
../../datasets/Styles/style2/a small dog stands on top of a big bed.jpg,a small dog stands on top of a big bed
../../datasets/Styles/style2/an image of street signs being crossed in air.jpg,an image of street signs being crossed in air
../../datasets/Styles/style2/Several people doing something to a hog that is all tied up.jpg,Several people doing something to a hog that is all tied up
../../datasets/Styles/style2/An ultra modern bedroom in a city apartment.jpg,An ultra modern bedroom in a city apartment
../../datasets/Styles/style2/A man with no shirt skateboards near palm trees.jpg,A man with no shirt skateboards near palm trees
../../datasets/Styles/style2/Two surfers are walking on the beach into the waves.jpg,Two surfers are walking on the beach into the waves
../../datasets/Styles/style2/A cat playing with the image of itself in a mirror.jpg,A cat playing with the image of itself in a mirror
../../datasets/Styles/style2/A man and another person walking down a rail walkway.jpg,A man and another person walking down a rail walkway
../../datasets/Styles/style2/A hotdog with avocado used as a topping.jpg,A hotdog with avocado used as a topping
../../datasets/Styles/style2/A herd of elephants walking through a river.jpg,A herd of elephants walking through a river
../../datasets/Styles/style2/A large knife is sitting next to some brownies.jpg,A large knife is sitting next to some brownies
../../datasets/Styles/style2/The man is cleaning with the dish detergent Palmolive.jpg,The man is cleaning with the dish detergent Palmolive
../../datasets/Styles/style2/a big cat sitting next to a vase with flowers.jpg,a big cat sitting next to a vase with flowers
../../datasets/Styles/style2/A cute black cat resting its head on a wooden kitchen chair.jpg,A cute black cat resting its head on a wooden kitchen chair
