image,text
"../../datasets/FIDStyles/style3/The neck and head of a giraffe facing the camera,.jpg","The neck and head of a giraffe facing the camera,"
../../datasets/FIDStyles/style3/a squash some carrots and a bowl of other vegetables.jpg,a squash some carrots and a bowl of other vegetables
../../datasets/FIDStyles/style3/a kitchen counter with a microwave and a toaster.jpg,a kitchen counter with a microwave and a toaster
../../datasets/FIDStyles/style3/An Asian woman holding up a mobile phone to her ear..jpg,An Asian woman holding up a mobile phone to her ear.
../../datasets/FIDStyles/style3/Two people talking and a young lady that is reading a book on a bench..jpg,Two people talking and a young lady that is reading a book on a bench.
../../datasets/FIDStyles/style3/A yellow train travels down the track to the next destination..jpg,A yellow train travels down the track to the next destination.
../../datasets/FIDStyles/style3/some bottles sitting next to a sink faucet.jpg,some bottles sitting next to a sink faucet
../../datasets/FIDStyles/style3/A small orange and white bus driving the street.jpg,A small orange and white bus driving the street
../../datasets/FIDStyles/style3/a woman with a nice little suit case.jpg,a woman with a nice little suit case
../../datasets/FIDStyles/style3/A birthday cake on a plate on a stove..jpg,A birthday cake on a plate on a stove.
../../datasets/FIDStyles/style3/a cleaned and sanitized toilet with paper across the seat.jpg,a cleaned and sanitized toilet with paper across the seat
../../datasets/FIDStyles/style3/A girl talking on her cell phone while inside a building.jpg,A girl talking on her cell phone while inside a building
../../datasets/FIDStyles/style3/A cooked pizza pie with pepperoni and cheese..jpg,A cooked pizza pie with pepperoni and cheese.
"../../datasets/FIDStyles/style3/a dinner plate that has lasagna, broccoli and eggplant on it.jpg","a dinner plate that has lasagna, broccoli and eggplant on it"
../../datasets/FIDStyles/style3/A table topped with a sandwich next to a bottle of ketchup..jpg,A table topped with a sandwich next to a bottle of ketchup.
../../datasets/FIDStyles/style3/A surfer looks into the ocean along the seashore while the water comes in..jpg,A surfer looks into the ocean along the seashore while the water comes in.
../../datasets/FIDStyles/style3/A man and a woman sitting next to each at a table..jpg,A man and a woman sitting next to each at a table.
../../datasets/FIDStyles/style3/A group of people flying kites in a field..jpg,A group of people flying kites in a field.
../../datasets/FIDStyles/style3/A bird standing on the floor in a room..jpg,A bird standing on the floor in a room.
../../datasets/FIDStyles/style3/A person at a clothing shop examines a bat tie..jpg,A person at a clothing shop examines a bat tie.
../../datasets/FIDStyles/style3/A woman and dog lay next to each other on the bed..jpg,A woman and dog lay next to each other on the bed.
../../datasets/FIDStyles/style3/A picture of a clean room in a house..jpg,A picture of a clean room in a house.
../../datasets/FIDStyles/style3/two women sitting at the airport while looking at their cell phones.jpg,two women sitting at the airport while looking at their cell phones
../../datasets/FIDStyles/style3/Gourmet pizzas with fresh ingredients served in a restaurant.jpg,Gourmet pizzas with fresh ingredients served in a restaurant
../../datasets/FIDStyles/style3/A passenger jet is flying in the air..jpg,A passenger jet is flying in the air.
../../datasets/FIDStyles/style3/The red motorcycle is parked in a carpeted area for some reason..jpg,The red motorcycle is parked in a carpeted area for some reason.
../../datasets/FIDStyles/style3/A woman sitting on her bed in tights and using a laptop computer..jpg,A woman sitting on her bed in tights and using a laptop computer.
../../datasets/FIDStyles/style3/A man walking down an empty street carrying luggage..jpg,A man walking down an empty street carrying luggage.
../../datasets/FIDStyles/style3/a couple of small microwave pizzas on a stove.jpg,a couple of small microwave pizzas on a stove
../../datasets/FIDStyles/style3/An Apple computer and a tablet sitting on the desk..jpg,An Apple computer and a tablet sitting on the desk.
../../datasets/FIDStyles/style3/Many people walking together with umbrellas over their heads..jpg,Many people walking together with umbrellas over their heads.
../../datasets/FIDStyles/style3/Several glasses of wine sit on a table with a white table cloth..jpg,Several glasses of wine sit on a table with a white table cloth.
../../datasets/FIDStyles/style3/A television is on the radiator and clothes and small items are scattered around in the living room without furniture..jpg,A television is on the radiator and clothes and small items are scattered around in the living room without furniture.
../../datasets/FIDStyles/style3/A white bath tub sitting next to a  sink..jpg,A white bath tub sitting next to a  sink.
"../../datasets/FIDStyles/style3/A pizza, with crumbled cheese, red sauce and peppers..jpg","A pizza, with crumbled cheese, red sauce and peppers."
../../datasets/FIDStyles/style3/A couple of zebra standing on top of a grass covered field..jpg,A couple of zebra standing on top of a grass covered field.
../../datasets/FIDStyles/style3/a batter standing and holding a baseball towards the ground.jpg,a batter standing and holding a baseball towards the ground
../../datasets/FIDStyles/style3/Clear vase full of water with red roses in it..jpg,Clear vase full of water with red roses in it.
"../../datasets/FIDStyles/style3/An old fashion setup with cakes, candy, and tea..jpg","An old fashion setup with cakes, candy, and tea."
../../datasets/FIDStyles/style3/A small chair on the edge of a big lake.jpg,A small chair on the edge of a big lake
"../../datasets/FIDStyles/style3/The middle of a roadway facing, street lines, signs and traffic lights..jpg","The middle of a roadway facing, street lines, signs and traffic lights."
../../datasets/FIDStyles/style3/A well-made bed is lit from beneath and behind..jpg,A well-made bed is lit from beneath and behind.
../../datasets/FIDStyles/style3/A little girl eating a dessert on the street..jpg,A little girl eating a dessert on the street.
../../datasets/FIDStyles/style3/A little boy holding a chocolate donut covered in sprinkles..jpg,A little boy holding a chocolate donut covered in sprinkles.
../../datasets/FIDStyles/style3/this is zebras eating in the grass together.jpg,this is zebras eating in the grass together
../../datasets/FIDStyles/style3/The police car is parked next to the curb..jpg,The police car is parked next to the curb.
../../datasets/FIDStyles/style3/A US Air Force plane is parked in front of a crowd of people..jpg,A US Air Force plane is parked in front of a crowd of people.
../../datasets/FIDStyles/style3/There is a parked airplane that is on the run way.jpg,There is a parked airplane that is on the run way
../../datasets/FIDStyles/style3/four fighter jets can be seen under the cloudy blue sky.jpg,four fighter jets can be seen under the cloudy blue sky
../../datasets/FIDStyles/style3/Family grouped together for a picture on the beach with kites in the background.jpg,Family grouped together for a picture on the beach with kites in the background
../../datasets/FIDStyles/style3/An assortment of boats are parked along the border of a lake..jpg,An assortment of boats are parked along the border of a lake.
../../datasets/FIDStyles/style3/a large pizza sitting serving platter on a table..jpg,a large pizza sitting serving platter on a table.
"../../datasets/FIDStyles/style3/This may be related to a political resolution or proposition, as in ""Proposition 350""..jpg","This may be related to a political resolution or proposition, as in ""Proposition 350""."
"../../datasets/FIDStyles/style3/On a rainy day, many patrons are walking on a rainy street..jpg","On a rainy day, many patrons are walking on a rainy street."
../../datasets/FIDStyles/style3/A woman in a black paisley skirt is trying to dance..jpg,A woman in a black paisley skirt is trying to dance.
../../datasets/FIDStyles/style3/Two packages of chocolate souffle cake mixes with green and red ribbons..jpg,Two packages of chocolate souffle cake mixes with green and red ribbons.
../../datasets/FIDStyles/style3/Two women dressed in red and behind a table filled with red balloons and items..jpg,Two women dressed in red and behind a table filled with red balloons and items.
../../datasets/FIDStyles/style3/A woman with a hesitant look by a teddy bear on a wine glass..jpg,A woman with a hesitant look by a teddy bear on a wine glass.
../../datasets/FIDStyles/style3/Several people on skis are surrounded by snow capped mountains..jpg,Several people on skis are surrounded by snow capped mountains.
../../datasets/FIDStyles/style3/a stack of suitcases that are six or seven high.jpg,a stack of suitcases that are six or seven high
../../datasets/FIDStyles/style3/a man is skiing down a snowy slope.jpg,a man is skiing down a snowy slope
../../datasets/FIDStyles/style3/Woman running to swing at tennis ball holding racket.jpg,Woman running to swing at tennis ball holding racket
../../datasets/FIDStyles/style3/a very large zebra that is standing in a field.jpg,a very large zebra that is standing in a field
../../datasets/FIDStyles/style3/A groomed horse standing in a large field..jpg,A groomed horse standing in a large field.
../../datasets/FIDStyles/style3/A little boy that is standing up with a toothbrush..jpg,A little boy that is standing up with a toothbrush.
../../datasets/FIDStyles/style3/A person waterskiing behind an orange and white speedboat..jpg,A person waterskiing behind an orange and white speedboat.
"../../datasets/FIDStyles/style3/Two children, one sitting with an purple umbrella and the other standing with an orange umbrella..jpg","Two children, one sitting with an purple umbrella and the other standing with an orange umbrella."
../../datasets/FIDStyles/style3/A couple of men standing on top of and around a fire truck..jpg,A couple of men standing on top of and around a fire truck.
../../datasets/FIDStyles/style3/some red flowers are in a blue vase.jpg,some red flowers are in a blue vase
../../datasets/FIDStyles/style3/Two yellow dump trucks driving down a hill..jpg,Two yellow dump trucks driving down a hill.
../../datasets/FIDStyles/style3/A couple of dogs are laying on a bed..jpg,A couple of dogs are laying on a bed.
../../datasets/FIDStyles/style3/A close up vie of a giraffe grazing on branches..jpg,A close up vie of a giraffe grazing on branches.
../../datasets/FIDStyles/style3/A sparse room contains a bed and some hangers..jpg,A sparse room contains a bed and some hangers.
../../datasets/FIDStyles/style3/some people sitting on a bench in front of some photos.jpg,some people sitting on a bench in front of some photos
../../datasets/FIDStyles/style3/A dog on a man's shoulder while the man holds two frisbees and a crowd watches..jpg,A dog on a man's shoulder while the man holds two frisbees and a crowd watches.
../../datasets/FIDStyles/style3/A stop sign in a foreign country.jpg,A stop sign in a foreign country
../../datasets/FIDStyles/style3/A yellow train passing by another train next to buildings..jpg,A yellow train passing by another train next to buildings.
../../datasets/FIDStyles/style3/A man is riding a large wave on a surfboard..jpg,A man is riding a large wave on a surfboard.
../../datasets/FIDStyles/style3/A man holding a surfboard walking past a colorful building..jpg,A man holding a surfboard walking past a colorful building.
../../datasets/FIDStyles/style3/Vase with red flowers sitting on a table..jpg,Vase with red flowers sitting on a table.
../../datasets/FIDStyles/style3/A family gathering around a table of food.jpg,A family gathering around a table of food
../../datasets/FIDStyles/style3/A man flying through the air while riding skis..jpg,A man flying through the air while riding skis.
../../datasets/FIDStyles/style3/A tennis player is bent down and is gripping her tennis racquet..jpg,A tennis player is bent down and is gripping her tennis racquet.
../../datasets/FIDStyles/style3/A dog holding a dirty frisbee in a field..jpg,A dog holding a dirty frisbee in a field.
../../datasets/FIDStyles/style3/An image from behind a windshield of an ordinary street..jpg,An image from behind a windshield of an ordinary street.
../../datasets/FIDStyles/style3/Two pairs of feet wearing heels beside each other..jpg,Two pairs of feet wearing heels beside each other.
../../datasets/FIDStyles/style3/four elephants in a small river with trees in the background.jpg,four elephants in a small river with trees in the background
../../datasets/FIDStyles/style3/A train on the tracks parked in a train station..jpg,A train on the tracks parked in a train station.
../../datasets/FIDStyles/style3/A passenger jet being serviced by a couple vehicles..jpg,A passenger jet being serviced by a couple vehicles.
../../datasets/FIDStyles/style3/A metal stove top oven sitting in a kitchen..jpg,A metal stove top oven sitting in a kitchen.
../../datasets/FIDStyles/style3/A man is peering into the kitchen as several children are seated in the living room..jpg,A man is peering into the kitchen as several children are seated in the living room.
../../datasets/FIDStyles/style3/People are being served at a banquet by women in a white uniform..jpg,People are being served at a banquet by women in a white uniform.
../../datasets/FIDStyles/style3/A guy is performing a trick on a skateboard..jpg,A guy is performing a trick on a skateboard.
../../datasets/FIDStyles/style3/A man riding a skateboard on a bridge behind another man..jpg,A man riding a skateboard on a bridge behind another man.
../../datasets/FIDStyles/style3/A blue train is coming from under the bridge..jpg,A blue train is coming from under the bridge.
../../datasets/FIDStyles/style3/A couple of dogs standing in the grass..jpg,A couple of dogs standing in the grass.
../../datasets/FIDStyles/style3/A bunch of sheep on a grassy field during a sunny day..jpg,A bunch of sheep on a grassy field during a sunny day.
../../datasets/FIDStyles/style3/Group of people playing with a disk toy in the park..jpg,Group of people playing with a disk toy in the park.
../../datasets/FIDStyles/style3/a few animals that have bells on.jpg,a few animals that have bells on
../../datasets/FIDStyles/style3/A group giraffes are standing in a field.jpg,A group giraffes are standing in a field
../../datasets/FIDStyles/style3/A tennis player is in a full body follow through of a hit..jpg,A tennis player is in a full body follow through of a hit.
../../datasets/FIDStyles/style3/A very cute zebra grazing in the grass..jpg,A very cute zebra grazing in the grass.
../../datasets/FIDStyles/style3/Freshly made sugared donuts in a brown paper bag.jpg,Freshly made sugared donuts in a brown paper bag
../../datasets/FIDStyles/style3/A giraffe eating something in a high tree..jpg,A giraffe eating something in a high tree.
../../datasets/FIDStyles/style3/An elephant standing on a dirt patch near a forest..jpg,An elephant standing on a dirt patch near a forest.
../../datasets/FIDStyles/style3/A building that is situated behind city street signs..jpg,A building that is situated behind city street signs.
../../datasets/FIDStyles/style3/A man holding up a plate with a pizza slice and a vegetable..jpg,A man holding up a plate with a pizza slice and a vegetable.
../../datasets/FIDStyles/style3/a snowboarder jumping off of a ramp in the snow.jpg,a snowboarder jumping off of a ramp in the snow
../../datasets/FIDStyles/style3/A couple of people cutting a cake at a table..jpg,A couple of people cutting a cake at a table.
../../datasets/FIDStyles/style3/The back of the head of a woman with a phone to her ear..jpg,The back of the head of a woman with a phone to her ear.
../../datasets/FIDStyles/style3/A woman sitting at a table eating with a lot of dishes on the table.jpg,A woman sitting at a table eating with a lot of dishes on the table
../../datasets/FIDStyles/style3/A giraffe walking out of an enclosure..jpg,A giraffe walking out of an enclosure.
../../datasets/FIDStyles/style3/A green bus of some sort moving along a road..jpg,A green bus of some sort moving along a road.
../../datasets/FIDStyles/style3/A view of a batter at a baseball game from behind home plate..jpg,A view of a batter at a baseball game from behind home plate.
../../datasets/FIDStyles/style3/A man flys a kite with his kids.jpg,A man flys a kite with his kids
../../datasets/FIDStyles/style3/A brown bear holds on to a log..jpg,A brown bear holds on to a log.
../../datasets/FIDStyles/style3/A bowl of noodles with chicken chunks and broccoli.jpg,A bowl of noodles with chicken chunks and broccoli
../../datasets/FIDStyles/style3/A group of people standing and sitting around each other..jpg,A group of people standing and sitting around each other.
../../datasets/FIDStyles/style3/A black dog is sitting in a kitchen.jpg,A black dog is sitting in a kitchen
../../datasets/FIDStyles/style3/a cat paw sticking out from underneath a black plastic bag next to a pair of blue handled scissors..jpg,a cat paw sticking out from underneath a black plastic bag next to a pair of blue handled scissors.
../../datasets/FIDStyles/style3/Two cars are going through a green street light..jpg,Two cars are going through a green street light.
../../datasets/FIDStyles/style3/This garage is filled with a lot of gadgets for a man..jpg,This garage is filled with a lot of gadgets for a man.
../../datasets/FIDStyles/style3/A man begins poring wine into the glasses..jpg,A man begins poring wine into the glasses.
../../datasets/FIDStyles/style3/A man holding green bananas over a wet ground.jpg,A man holding green bananas over a wet ground
../../datasets/FIDStyles/style3/A man is skiing on a steep snowy mountain..jpg,A man is skiing on a steep snowy mountain.
../../datasets/FIDStyles/style3/Three people posing for a picture while horseback riding..jpg,Three people posing for a picture while horseback riding.
../../datasets/FIDStyles/style3/A beige car sits outside of a house..jpg,A beige car sits outside of a house.
../../datasets/FIDStyles/style3/A blue double-decker bus at a bus stop..jpg,A blue double-decker bus at a bus stop.
../../datasets/FIDStyles/style3/A man is sitting on his surfboard in the sand..jpg,A man is sitting on his surfboard in the sand.
../../datasets/FIDStyles/style3/A woman is riding a bicycle by shop..jpg,A woman is riding a bicycle by shop.
../../datasets/FIDStyles/style3/Two zebra walking by a some grass near a forest.jpg,Two zebra walking by a some grass near a forest
../../datasets/FIDStyles/style3/An older image of a place and a newer image of the same with changes..jpg,An older image of a place and a newer image of the same with changes.
../../datasets/FIDStyles/style3/A person on a motorcycle in the middle of a grassy field with trees in background..jpg,A person on a motorcycle in the middle of a grassy field with trees in background.
../../datasets/FIDStyles/style3/two bulls in a large field of grass.jpg,two bulls in a large field of grass
"../../datasets/FIDStyles/style3/Hotdogs, sandwiches, sodas and dessert on a table..jpg","Hotdogs, sandwiches, sodas and dessert on a table."
../../datasets/FIDStyles/style3/A boy on skateboard who is performing a trick..jpg,A boy on skateboard who is performing a trick.
../../datasets/FIDStyles/style3/A bedroom has a bed and other furniture as well as a balcony.jpg,A bedroom has a bed and other furniture as well as a balcony
../../datasets/FIDStyles/style3/A young person on skis in the snow..jpg,A young person on skis in the snow.
../../datasets/FIDStyles/style3/there is a small white dog that is carrying a frisbee.jpg,there is a small white dog that is carrying a frisbee
../../datasets/FIDStyles/style3/A toilet that has a wooden seat and cover on it..jpg,A toilet that has a wooden seat and cover on it.
../../datasets/FIDStyles/style3/A woman standing on a tennis court holding a racquet..jpg,A woman standing on a tennis court holding a racquet.
../../datasets/FIDStyles/style3/A person laying in bed under a nice soft blanket..jpg,A person laying in bed under a nice soft blanket.
../../datasets/FIDStyles/style3/A white toilet next to an extended plunger in the corner of a room..jpg,A white toilet next to an extended plunger in the corner of a room.
../../datasets/FIDStyles/style3/A keyboard and mouse that appears to be hooked up to an external usb device..jpg,A keyboard and mouse that appears to be hooked up to an external usb device.
"../../datasets/FIDStyles/style3/The plate is full of eggs, bacon, and other breakfast food..jpg","The plate is full of eggs, bacon, and other breakfast food."
../../datasets/FIDStyles/style3/A child under a blanket while reading a book..jpg,A child under a blanket while reading a book.
../../datasets/FIDStyles/style3/A lot of bananas and a person together..jpg,A lot of bananas and a person together.
../../datasets/FIDStyles/style3/A woman is laying down in her bed..jpg,A woman is laying down in her bed.
../../datasets/FIDStyles/style3/Tall giraffes walking amid trees and bush in the outdoors..jpg,Tall giraffes walking amid trees and bush in the outdoors.
../../datasets/FIDStyles/style3/A traffic cone lying on water and a puppy peeking behind the plants..jpg,A traffic cone lying on water and a puppy peeking behind the plants.
../../datasets/FIDStyles/style3/A kitchen scene with an oven and a refrigerator..jpg,A kitchen scene with an oven and a refrigerator.
../../datasets/FIDStyles/style3/A man and a woman sit around a red table and eat..jpg,A man and a woman sit around a red table and eat.
../../datasets/FIDStyles/style3/A bus is parked on a closed road..jpg,A bus is parked on a closed road.
../../datasets/FIDStyles/style3/A young boy about to dunk a basketball throw the hoop.jpg,A young boy about to dunk a basketball throw the hoop
../../datasets/FIDStyles/style3/A baby elephant is scratching its trunk across some rocks..jpg,A baby elephant is scratching its trunk across some rocks.
../../datasets/FIDStyles/style3/A cat laying on a keyboard in front of two monitors..jpg,A cat laying on a keyboard in front of two monitors.
../../datasets/FIDStyles/style3/A baseball player squatting down and holding a baseball mitt..jpg,A baseball player squatting down and holding a baseball mitt.
../../datasets/FIDStyles/style3/A man surf sailing out on the ocean..jpg,A man surf sailing out on the ocean.
"../../datasets/FIDStyles/style3/A parked red and silver, old double decker bus..jpg","A parked red and silver, old double decker bus."
../../datasets/FIDStyles/style3/A table with two laptops and two mugs..jpg,A table with two laptops and two mugs.
../../datasets/FIDStyles/style3/Several elephants walking in tall grass near one another..jpg,Several elephants walking in tall grass near one another.
../../datasets/FIDStyles/style3/a stop sign on the corner of a city street.jpg,a stop sign on the corner of a city street
"../../datasets/FIDStyles/style3/A green fire hydrant on a sidewalk, protected by two barriers..jpg","A green fire hydrant on a sidewalk, protected by two barriers."
../../datasets/FIDStyles/style3/two surfers approach small waves on a beach.jpg,two surfers approach small waves on a beach
../../datasets/FIDStyles/style3/A squadron of fighter jet flying in formation with colored smoke pouring out the back of their jets..jpg,A squadron of fighter jet flying in formation with colored smoke pouring out the back of their jets.
"../../datasets/FIDStyles/style3/A male tennis player at the baseline of the court, serving the ball..jpg","A male tennis player at the baseline of the court, serving the ball."
../../datasets/FIDStyles/style3/an orange and white cat a plate and a white cake.jpg,an orange and white cat a plate and a white cake
../../datasets/FIDStyles/style3/A baby giraffe stands behind its mother in a zoo enclosure..jpg,A baby giraffe stands behind its mother in a zoo enclosure.
../../datasets/FIDStyles/style3/A baseball player waits at the plate for the pitch..jpg,A baseball player waits at the plate for the pitch.
../../datasets/FIDStyles/style3/A couple of women sharing a doughnut with each other..jpg,A couple of women sharing a doughnut with each other.
../../datasets/FIDStyles/style3/a man loading luggage onto an airplane.jpg,a man loading luggage onto an airplane
../../datasets/FIDStyles/style3/A jockey on a horse outside a stable..jpg,A jockey on a horse outside a stable.
../../datasets/FIDStyles/style3/A cow faces the camera while standing on the side of the road in a grassy area with flowering trees..jpg,A cow faces the camera while standing on the side of the road in a grassy area with flowering trees.
../../datasets/FIDStyles/style3/An older man carrying a cooler next to another man loading up a car..jpg,An older man carrying a cooler next to another man loading up a car.
../../datasets/FIDStyles/style3/A little boy holding a baseball and wearing a glove..jpg,A little boy holding a baseball and wearing a glove.
../../datasets/FIDStyles/style3/The two cows are laying down on the grass..jpg,The two cows are laying down on the grass.
../../datasets/FIDStyles/style3/Very large kitchen of a restaurant for many cooks.jpg,Very large kitchen of a restaurant for many cooks
../../datasets/FIDStyles/style3/A man and girl are in the snow on skis..jpg,A man and girl are in the snow on skis.
../../datasets/FIDStyles/style3/Two very large vases that are behind a fence..jpg,Two very large vases that are behind a fence.
../../datasets/FIDStyles/style3/A large barbecue serving on a checkered table cloth..jpg,A large barbecue serving on a checkered table cloth.
../../datasets/FIDStyles/style3/A pizza with two slices missing from it..jpg,A pizza with two slices missing from it.
../../datasets/FIDStyles/style3/A sleek-looking white train makes its way on the track..jpg,A sleek-looking white train makes its way on the track.
../../datasets/FIDStyles/style3/A red checkered tablecloth with pizza on top..jpg,A red checkered tablecloth with pizza on top.
../../datasets/FIDStyles/style3/A baseball player throwing a baseball wearing a baseball glove...jpg,A baseball player throwing a baseball wearing a baseball glove..
../../datasets/FIDStyles/style3/A couple dressed for Christmas riding a motorcycle.jpg,A couple dressed for Christmas riding a motorcycle
../../datasets/FIDStyles/style3/There is one horse standing in a large grassy field with mountains in the background..jpg,There is one horse standing in a large grassy field with mountains in the background.
../../datasets/FIDStyles/style3/People flying a kite on the beach near hotels..jpg,People flying a kite on the beach near hotels.
../../datasets/FIDStyles/style3/A WOMAN IS HOLDING A UMBRELLA IN FRONT OF HER.jpg,A WOMAN IS HOLDING A UMBRELLA IN FRONT OF HER
../../datasets/FIDStyles/style3/The crossing light is set for the pedestrian to legally cross the road..jpg,The crossing light is set for the pedestrian to legally cross the road.
../../datasets/FIDStyles/style3/A man on a skateboard in the air during the trick..jpg,A man on a skateboard in the air during the trick.
../../datasets/FIDStyles/style3/Large sheep and baby sheep together in a field..jpg,Large sheep and baby sheep together in a field.
../../datasets/FIDStyles/style3/A desktop on top of computer with a large monitor..jpg,A desktop on top of computer with a large monitor.
../../datasets/FIDStyles/style3/A person in black jacket snowboarding on a white slope..jpg,A person in black jacket snowboarding on a white slope.
../../datasets/FIDStyles/style3/A little kid is sitting on a blue bench.jpg,A little kid is sitting on a blue bench
../../datasets/FIDStyles/style3/Distant image of an airplane in a mostly clear sky..jpg,Distant image of an airplane in a mostly clear sky.
../../datasets/FIDStyles/style3/A living room filled with furniture and a TV..jpg,A living room filled with furniture and a TV.
../../datasets/FIDStyles/style3/An airport employee is signaling the large plane..jpg,An airport employee is signaling the large plane.
../../datasets/FIDStyles/style3/A living room with furniture and a televsion.jpg,A living room with furniture and a televsion
../../datasets/FIDStyles/style3/A bright beach with parasailers in the dostance.jpg,A bright beach with parasailers in the dostance
../../datasets/FIDStyles/style3/Two white sports cars and a flashy red motorcycle are on a display..jpg,Two white sports cars and a flashy red motorcycle are on a display.
../../datasets/FIDStyles/style3/a group of people swimming in the ocean one has a boogie board and is riding a wave..jpg,a group of people swimming in the ocean one has a boogie board and is riding a wave.
../../datasets/FIDStyles/style3/A person is standing inside of a fire damaged hotel room.jpg,A person is standing inside of a fire damaged hotel room
../../datasets/FIDStyles/style3/A man sits posing for a photo in a suit and tie..jpg,A man sits posing for a photo in a suit and tie.
../../datasets/FIDStyles/style3/A boy flies high while doing tricks with his skateboard..jpg,A boy flies high while doing tricks with his skateboard.
../../datasets/FIDStyles/style3/there is a stuffed bunny holding a carrot.jpg,there is a stuffed bunny holding a carrot
../../datasets/FIDStyles/style3/a living room with with couches chairs and a table.jpg,a living room with with couches chairs and a table
../../datasets/FIDStyles/style3/This sunny bedroom features  dark wood furniture and a bedspread with bold geometric design.jpg,This sunny bedroom features  dark wood furniture and a bedspread with bold geometric design
../../datasets/FIDStyles/style3/The cat has knocked over his cat tree..jpg,The cat has knocked over his cat tree.
../../datasets/FIDStyles/style3/a bathroom with a shower that has frosted glass doors.jpg,a bathroom with a shower that has frosted glass doors
../../datasets/FIDStyles/style3/A man sitting on a bike in the middle of a street..jpg,A man sitting on a bike in the middle of a street.
../../datasets/FIDStyles/style3/Two men on the same team playing doubles tennis..jpg,Two men on the same team playing doubles tennis.
../../datasets/FIDStyles/style3/some metal lying on a track next to another with a train on it.jpg,some metal lying on a track next to another with a train on it
../../datasets/FIDStyles/style3/A tea kettle sitting on top of a stove..jpg,A tea kettle sitting on top of a stove.
../../datasets/FIDStyles/style3/There are many empty seats in the compartment..jpg,There are many empty seats in the compartment.
../../datasets/FIDStyles/style3/Two people are horseback riding on the beach in the surf..jpg,Two people are horseback riding on the beach in the surf.
../../datasets/FIDStyles/style3/A building has been decorated with many small umbrellas..jpg,A building has been decorated with many small umbrellas.
../../datasets/FIDStyles/style3/A man plays a video game with a controller..jpg,A man plays a video game with a controller.
../../datasets/FIDStyles/style3/An extremely large black cat fills a suitcase..jpg,An extremely large black cat fills a suitcase.
../../datasets/FIDStyles/style3/a clock sitting above a bell on a building.jpg,a clock sitting above a bell on a building
../../datasets/FIDStyles/style3/An orange cat sitting on a lap of a man..jpg,An orange cat sitting on a lap of a man.
../../datasets/FIDStyles/style3/Two men standing next to a motorcycle on a street..jpg,Two men standing next to a motorcycle on a street.
../../datasets/FIDStyles/style3/A black bear standing on top of a log next to another bear..jpg,A black bear standing on top of a log next to another bear.
../../datasets/FIDStyles/style3/one blue toothbrush one orange and one yellow in a glass.jpg,one blue toothbrush one orange and one yellow in a glass
../../datasets/FIDStyles/style3/A man in a wet suit carrying a surfboard.jpg,A man in a wet suit carrying a surfboard
../../datasets/FIDStyles/style3/a bath room with a toilet and a bath tub.jpg,a bath room with a toilet and a bath tub
../../datasets/FIDStyles/style3/A motor bike parked on a grass field..jpg,A motor bike parked on a grass field.
"../../datasets/FIDStyles/style3/Three brown with white horses, and one white horse staring at the camera..jpg","Three brown with white horses, and one white horse staring at the camera."
../../datasets/FIDStyles/style3/People grazing over boxes filled with assorted flavor donuts..jpg,People grazing over boxes filled with assorted flavor donuts.
../../datasets/FIDStyles/style3/A cat sitting on a bench in a flower bed..jpg,A cat sitting on a bench in a flower bed.
../../datasets/FIDStyles/style3/Players shake hands over the net at a tennis match.jpg,Players shake hands over the net at a tennis match
../../datasets/FIDStyles/style3/A young man removes a home made pizza from the oven..jpg,A young man removes a home made pizza from the oven.
../../datasets/FIDStyles/style3/Two young women on the beach near an Umbrella looking at the water..jpg,Two young women on the beach near an Umbrella looking at the water.
../../datasets/FIDStyles/style3/A man in a cafeteria with a food tray.jpg,A man in a cafeteria with a food tray
../../datasets/FIDStyles/style3/a building that has a yellow and blue fire hyrdgen next to it.jpg,a building that has a yellow and blue fire hyrdgen next to it
../../datasets/FIDStyles/style3/A bottle of wine and a toaster on a counter top..jpg,A bottle of wine and a toaster on a counter top.
../../datasets/FIDStyles/style3/A man flies high in the air on a snow board against a blue sky..jpg,A man flies high in the air on a snow board against a blue sky.
../../datasets/FIDStyles/style3/A crowd of people walking down a street beneath a large blue clock tower..jpg,A crowd of people walking down a street beneath a large blue clock tower.
../../datasets/FIDStyles/style3/A small efficiency apartment with wood trim and flooring..jpg,A small efficiency apartment with wood trim and flooring.
../../datasets/FIDStyles/style3/A skier going to a slope while others stand in line..jpg,A skier going to a slope while others stand in line.
../../datasets/FIDStyles/style3/The barber is cutting a woman's hair in his shop..jpg,The barber is cutting a woman's hair in his shop.
../../datasets/FIDStyles/style3/A woman is skiing on a ski trail..jpg,A woman is skiing on a ski trail.
../../datasets/FIDStyles/style3/A man holds a model airplane in a grassy field..jpg,A man holds a model airplane in a grassy field.
../../datasets/FIDStyles/style3/a metal pitcher filled with some tulips.jpg,a metal pitcher filled with some tulips
../../datasets/FIDStyles/style3/a black and white photo shows a scottish flyer airplane.jpg,a black and white photo shows a scottish flyer airplane
../../datasets/FIDStyles/style3/A little boy wearing a brown shirt talking on a cell phone..jpg,A little boy wearing a brown shirt talking on a cell phone.
../../datasets/FIDStyles/style3/Three people are handing bunches of bananas to a fourth person..jpg,Three people are handing bunches of bananas to a fourth person.
../../datasets/FIDStyles/style3/A group of people and some vehicles in a lot..jpg,A group of people and some vehicles in a lot.
../../datasets/FIDStyles/style3/Two sheep lie in a field with rocks and tufts of grass..jpg,Two sheep lie in a field with rocks and tufts of grass.
