image,text
../../datasets/FIDStyles/style0/A skier skiing down a slope in winter..jpg,A skier skiing down a slope in winter.
../../datasets/FIDStyles/style0/a man that is playing some tennis on a court.jpg,a man that is playing some tennis on a court
../../datasets/FIDStyles/style0/a large teddy bear that is next to a pool.jpg,a large teddy bear that is next to a pool
../../datasets/FIDStyles/style0/A woman standing next to a  man holding a machine..jpg,A woman standing next to a  man holding a machine.
../../datasets/FIDStyles/style0/A color painting of people riding on horses..jpg,A color painting of people riding on horses.
../../datasets/FIDStyles/style0/A striped cat sleeping in a packed suitcase.jpg,A striped cat sleeping in a packed suitcase
../../datasets/FIDStyles/style0/Three men are standing outside by a bus..jpg,Three men are standing outside by a bus.
../../datasets/FIDStyles/style0/A large fire truck in front of a burning fire..jpg,A large fire truck in front of a burning fire.
../../datasets/FIDStyles/style0/Cross country skier making their way through the snow.jpg,Cross country skier making their way through the snow
../../datasets/FIDStyles/style0/A rusted fire hydrant sitting on the side of a road..jpg,A rusted fire hydrant sitting on the side of a road.
../../datasets/FIDStyles/style0/A man on a water ski wearing a helmet..jpg,A man on a water ski wearing a helmet.
../../datasets/FIDStyles/style0/a clock and street lights on a street.jpg,a clock and street lights on a street
../../datasets/FIDStyles/style0/A boy is on a skateboard at a street corner.jpg,A boy is on a skateboard at a street corner
../../datasets/FIDStyles/style0/A man with a broken umbrella walks down a rainy street..jpg,A man with a broken umbrella walks down a rainy street.
../../datasets/FIDStyles/style0/A herd of elephants are walking in the field.jpg,A herd of elephants are walking in the field
../../datasets/FIDStyles/style0/A man is walking on an outdoor tile walkway..jpg,A man is walking on an outdoor tile walkway.
../../datasets/FIDStyles/style0/The table is covered with different types of apples on plates..jpg,The table is covered with different types of apples on plates.
../../datasets/FIDStyles/style0/Three people playing the Nintendo Wii with one sitting..jpg,Three people playing the Nintendo Wii with one sitting.
../../datasets/FIDStyles/style0/two ducks near a small body of water.jpg,two ducks near a small body of water
../../datasets/FIDStyles/style0/A jeep being lifted onto a flatbed tow truck..jpg,A jeep being lifted onto a flatbed tow truck.
../../datasets/FIDStyles/style0/A slice of pizza on wax paper on a black serving tray..jpg,A slice of pizza on wax paper on a black serving tray.
../../datasets/FIDStyles/style0/No parking signs hanging on a pole..jpg,No parking signs hanging on a pole.
../../datasets/FIDStyles/style0/Two white horses pulling a carriage behind them.jpg,Two white horses pulling a carriage behind them
../../datasets/FIDStyles/style0/Four zebras stand in the foreground witha herd of wildebeast relax behind them..jpg,Four zebras stand in the foreground witha herd of wildebeast relax behind them.
../../datasets/FIDStyles/style0/woman standing under ornate chandeliers in a lobby.jpg,woman standing under ornate chandeliers in a lobby
../../datasets/FIDStyles/style0/A white cat with blue eyes perched on window bars..jpg,A white cat with blue eyes perched on window bars.
../../datasets/FIDStyles/style0/A woman walking across a street holding a white umbrella..jpg,A woman walking across a street holding a white umbrella.
../../datasets/FIDStyles/style0/Two men wearing ski attire and holding equipment pose near a pole with signs on it.jpg,Two men wearing ski attire and holding equipment pose near a pole with signs on it
../../datasets/FIDStyles/style0/A woman is standing by a fence with a giraffe behind it..jpg,A woman is standing by a fence with a giraffe behind it.
../../datasets/FIDStyles/style0/A surfer is falling off of his surfboard.jpg,A surfer is falling off of his surfboard
../../datasets/FIDStyles/style0/A plate of fruit sits on a table..jpg,A plate of fruit sits on a table.
../../datasets/FIDStyles/style0/A black cat lounging on a computer desk next to a keyboard..jpg,A black cat lounging on a computer desk next to a keyboard.
../../datasets/FIDStyles/style0/A man kiteboarding over the ocean on blue water..jpg,A man kiteboarding over the ocean on blue water.
../../datasets/FIDStyles/style0/a train makes its way through a city.jpg,a train makes its way through a city
../../datasets/FIDStyles/style0/A black and white picture of people crossing a railroad track..jpg,A black and white picture of people crossing a railroad track.
../../datasets/FIDStyles/style0/A train on a track sitting near a building..jpg,A train on a track sitting near a building.
../../datasets/FIDStyles/style0/A giraffe standing near some brushy brown vegetation..jpg,A giraffe standing near some brushy brown vegetation.
../../datasets/FIDStyles/style0/Stop sign on street with car in the distance..jpg,Stop sign on street with car in the distance.
../../datasets/FIDStyles/style0/A baseball player throwing a pitch at a baseball game..jpg,A baseball player throwing a pitch at a baseball game.
../../datasets/FIDStyles/style0/A herd of giraffe standing on top of a grass covered field..jpg,A herd of giraffe standing on top of a grass covered field.
../../datasets/FIDStyles/style0/A man walking up the side of a snow covered mountain..jpg,A man walking up the side of a snow covered mountain.
../../datasets/FIDStyles/style0/an image of a professional baseball game in progress.jpg,an image of a professional baseball game in progress
../../datasets/FIDStyles/style0/The store sells a lot of different products..jpg,The store sells a lot of different products.
../../datasets/FIDStyles/style0/a colorful parrot standing in a patch of grass.jpg,a colorful parrot standing in a patch of grass
../../datasets/FIDStyles/style0/A pile of dishes are drying on a towel on a counter top by the sink..jpg,A pile of dishes are drying on a towel on a counter top by the sink.
../../datasets/FIDStyles/style0/A purple bus and a man dressed as a nun on a tall bicycle..jpg,A purple bus and a man dressed as a nun on a tall bicycle.
../../datasets/FIDStyles/style0/Stainless steel appliances and sink with white cabinets and granite countertops..jpg,Stainless steel appliances and sink with white cabinets and granite countertops.
../../datasets/FIDStyles/style0/A young child on the floor playing video games.jpg,A young child on the floor playing video games
../../datasets/FIDStyles/style0/a wooden spoon and some carrots and potatoes.jpg,a wooden spoon and some carrots and potatoes
"../../datasets/FIDStyles/style0/A bathroom with a toilet, sink, mirror and a vase with flowers in it..jpg","A bathroom with a toilet, sink, mirror and a vase with flowers in it."
../../datasets/FIDStyles/style0/A herd of sheep being chanced my a dogs and their handler..jpg,A herd of sheep being chanced my a dogs and their handler.
../../datasets/FIDStyles/style0/Dog sitting in the back seat of a car..jpg,Dog sitting in the back seat of a car.
../../datasets/FIDStyles/style0/Toddler swinging a plastic bat at a ball in a backyard..jpg,Toddler swinging a plastic bat at a ball in a backyard.
../../datasets/FIDStyles/style0/a group of colorful umbrellas sitting on the ground.jpg,a group of colorful umbrellas sitting on the ground
../../datasets/FIDStyles/style0/A young man getting his tie adjusted by an older man..jpg,A young man getting his tie adjusted by an older man.
../../datasets/FIDStyles/style0/Two men looking at a birthday cake in a box.jpg,Two men looking at a birthday cake in a box
../../datasets/FIDStyles/style0/A sandwich with meat and lettuce next to a bottle..jpg,A sandwich with meat and lettuce next to a bottle.
../../datasets/FIDStyles/style0/A bathroom has some neatly placed folded towels..jpg,A bathroom has some neatly placed folded towels.
../../datasets/FIDStyles/style0/A man takes a swings at a tennis ball on a court.jpg,A man takes a swings at a tennis ball on a court
../../datasets/FIDStyles/style0/A traffic light with street signs mounted to the side of it..jpg,A traffic light with street signs mounted to the side of it.
../../datasets/FIDStyles/style0/A group of people standing on a sandy beach under a blue cloudy sky..jpg,A group of people standing on a sandy beach under a blue cloudy sky.
../../datasets/FIDStyles/style0/A man crouching with a baseball mitt on.jpg,A man crouching with a baseball mitt on
../../datasets/FIDStyles/style0/many cars on a city street under a traffic light.jpg,many cars on a city street under a traffic light
../../datasets/FIDStyles/style0/There are two street signs with street names on it.jpg,There are two street signs with street names on it
../../datasets/FIDStyles/style0/A tennis player on a blue tennis court has just returned the ball..jpg,A tennis player on a blue tennis court has just returned the ball.
../../datasets/FIDStyles/style0/A cat sitting on a chair in a room..jpg,A cat sitting on a chair in a room.
../../datasets/FIDStyles/style0/A truck drives swiftly by a bus stop sign..jpg,A truck drives swiftly by a bus stop sign.
../../datasets/FIDStyles/style0/Two men are polishing up a surf board..jpg,Two men are polishing up a surf board.
../../datasets/FIDStyles/style0/a group of zebras graze on some grass next to an antelope.jpg,a group of zebras graze on some grass next to an antelope
../../datasets/FIDStyles/style0/A subway car that has graffiti on a sunny day..jpg,A subway car that has graffiti on a sunny day.
"../../datasets/FIDStyles/style0/A white and silver kitchen with stove, dishwasher, and sink..jpg","A white and silver kitchen with stove, dishwasher, and sink."
../../datasets/FIDStyles/style0/Two men playing a game of frisbee on the beach..jpg,Two men playing a game of frisbee on the beach.
../../datasets/FIDStyles/style0/A pitcher at the mound holding his glove and warming a baseball..jpg,A pitcher at the mound holding his glove and warming a baseball.
../../datasets/FIDStyles/style0/A knife and some cheese on a wooden board..jpg,A knife and some cheese on a wooden board.
"../../datasets/FIDStyles/style0/Two young woman walking by a fire hydrant, one talking on cell..jpg","Two young woman walking by a fire hydrant, one talking on cell."
../../datasets/FIDStyles/style0/a bunch of boats in the lake by a island.jpg,a bunch of boats in the lake by a island
../../datasets/FIDStyles/style0/A purse is next to travel items laid out neatly..jpg,A purse is next to travel items laid out neatly.
../../datasets/FIDStyles/style0/A man carries a surfboard through the city..jpg,A man carries a surfboard through the city.
"../../datasets/FIDStyles/style0/A skateboarder jumps over a small pole, from a fisheye lens..jpg","A skateboarder jumps over a small pole, from a fisheye lens."
../../datasets/FIDStyles/style0/A couple of people walking down a hallway..jpg,A couple of people walking down a hallway.
../../datasets/FIDStyles/style0/A large airplane flying up in the blue sky..jpg,A large airplane flying up in the blue sky.
../../datasets/FIDStyles/style0/Mariner player catching a baseball on the field..jpg,Mariner player catching a baseball on the field.
../../datasets/FIDStyles/style0/A very cute cat laying on a laptop..jpg,A very cute cat laying on a laptop.
../../datasets/FIDStyles/style0/Many flamingos are standing in the water near a construction site..jpg,Many flamingos are standing in the water near a construction site.
../../datasets/FIDStyles/style0/A cat reaching his paw out to the keyboard of a laptop computer..jpg,A cat reaching his paw out to the keyboard of a laptop computer.
../../datasets/FIDStyles/style0/A  young girl sitting on a couch playing video games.jpg,A  young girl sitting on a couch playing video games
../../datasets/FIDStyles/style0/Two giraffe standing next to a zebra on a hillside..jpg,Two giraffe standing next to a zebra on a hillside.
../../datasets/FIDStyles/style0/A person walking on beach with surfboard under their arm..jpg,A person walking on beach with surfboard under their arm.
../../datasets/FIDStyles/style0/An oven filled with pizzas on both racks..jpg,An oven filled with pizzas on both racks.
../../datasets/FIDStyles/style0/a open fridge with some beer inside of it.jpg,a open fridge with some beer inside of it
../../datasets/FIDStyles/style0/A Nationals baseball player swings the bat at a pitch..jpg,A Nationals baseball player swings the bat at a pitch.
../../datasets/FIDStyles/style0/A dog and a cat laying with each other on a bed..jpg,A dog and a cat laying with each other on a bed.
../../datasets/FIDStyles/style0/The birds are standing in a group on the beach..jpg,The birds are standing in a group on the beach.
../../datasets/FIDStyles/style0/A young man captured holding a tennis racket..jpg,A young man captured holding a tennis racket.
../../datasets/FIDStyles/style0/A girl is sitting on a bench using a cellphone..jpg,A girl is sitting on a bench using a cellphone.
../../datasets/FIDStyles/style0/A man riding against another on a dirt bike..jpg,A man riding against another on a dirt bike.
../../datasets/FIDStyles/style0/a mother giraffe and her baby in a pen.jpg,a mother giraffe and her baby in a pen
../../datasets/FIDStyles/style0/Two women share a red umbrella walking down the street..jpg,Two women share a red umbrella walking down the street.
"../../datasets/FIDStyles/style0/A bear walking in its enclosure, with a ladder behind it..jpg","A bear walking in its enclosure, with a ladder behind it."
../../datasets/FIDStyles/style0/a kitchen with a counter some chairs and a sink.jpg,a kitchen with a counter some chairs and a sink
../../datasets/FIDStyles/style0/A pizza next to a tall can of Coca-Cola..jpg,A pizza next to a tall can of Coca-Cola.
../../datasets/FIDStyles/style0/Multiple cyclists riding their bikes on the street..jpg,Multiple cyclists riding their bikes on the street.
../../datasets/FIDStyles/style0/An airport runway has several airplanes on it..jpg,An airport runway has several airplanes on it.
../../datasets/FIDStyles/style0/A small black bear sleeping in a hammock..jpg,A small black bear sleeping in a hammock.
../../datasets/FIDStyles/style0/A desk with a book and watch on it..jpg,A desk with a book and watch on it.
../../datasets/FIDStyles/style0/A woman eats a hamburger outside with others..jpg,A woman eats a hamburger outside with others.
../../datasets/FIDStyles/style0/A vanity in a white bathroom with toiletries on the counter..jpg,A vanity in a white bathroom with toiletries on the counter.
"../../datasets/FIDStyles/style0/A plate of broccoli, meat sitting on a table..jpg","A plate of broccoli, meat sitting on a table."
../../datasets/FIDStyles/style0/A baseball batter prepares at the front of the batters' box while the catcher and umpire wait..jpg,A baseball batter prepares at the front of the batters' box while the catcher and umpire wait.
../../datasets/FIDStyles/style0/Two zebras placing their heads on a third zebras back..jpg,Two zebras placing their heads on a third zebras back.
../../datasets/FIDStyles/style0/A school bus is driving down a road..jpg,A school bus is driving down a road.
../../datasets/FIDStyles/style0/The two parking signs are below a green street sign..jpg,The two parking signs are below a green street sign.
../../datasets/FIDStyles/style0/A ewe stands with her two lambs near a house..jpg,A ewe stands with her two lambs near a house.
../../datasets/FIDStyles/style0/a person playing nintendo wii bowling with someone else.jpg,a person playing nintendo wii bowling with someone else
../../datasets/FIDStyles/style0/We see a young woman tennis player prepared to hit the ball..jpg,We see a young woman tennis player prepared to hit the ball.
../../datasets/FIDStyles/style0/a small girl is touching a large horse.jpg,a small girl is touching a large horse
../../datasets/FIDStyles/style0/An unmade bed is under a portrait on the wall..jpg,An unmade bed is under a portrait on the wall.
../../datasets/FIDStyles/style0/A few people on horseback turned away from the camera..jpg,A few people on horseback turned away from the camera.
../../datasets/FIDStyles/style0/a small child a gray couch and many toys.jpg,a small child a gray couch and many toys
../../datasets/FIDStyles/style0/a black and white clock a street sign and some cars.jpg,a black and white clock a street sign and some cars
../../datasets/FIDStyles/style0/a man on a skat board doing some kind of trick.jpg,a man on a skat board doing some kind of trick
../../datasets/FIDStyles/style0/An elephant raising his trunk in the wilderness..jpg,An elephant raising his trunk in the wilderness.
../../datasets/FIDStyles/style0/Some animals that are touching each other in a picture..jpg,Some animals that are touching each other in a picture.
../../datasets/FIDStyles/style0/The cows are standing abreast in the pasture..jpg,The cows are standing abreast in the pasture.
../../datasets/FIDStyles/style0/A young boy with a racket swings to hit a tennis ball..jpg,A young boy with a racket swings to hit a tennis ball.
../../datasets/FIDStyles/style0/A man and woman sheering a sheep next to a barn..jpg,A man and woman sheering a sheep next to a barn.
../../datasets/FIDStyles/style0/a man on a screen behind a beer bottle.jpg,a man on a screen behind a beer bottle
../../datasets/FIDStyles/style0/Running shoes solely by themselves near blue bench.jpg,Running shoes solely by themselves near blue bench
../../datasets/FIDStyles/style0/A large elephant walks in its zoo enclosure.jpg,A large elephant walks in its zoo enclosure
../../datasets/FIDStyles/style0/A double-decker transit bus in the United Kingdom..jpg,A double-decker transit bus in the United Kingdom.
../../datasets/FIDStyles/style0/there is a man sleeping on a mattress outside.jpg,there is a man sleeping on a mattress outside
../../datasets/FIDStyles/style0/Stop sign plastered with stickers and street signs with house in background.jpg,Stop sign plastered with stickers and street signs with house in background
../../datasets/FIDStyles/style0/A box contains a dozen assorted large doughnuts..jpg,A box contains a dozen assorted large doughnuts.
../../datasets/FIDStyles/style0/A dog is looking at some torn  up shoes and licking its lips..jpg,A dog is looking at some torn  up shoes and licking its lips.
../../datasets/FIDStyles/style0/A pile of fresh fruits and vegetables on top of a counter..jpg,A pile of fresh fruits and vegetables on top of a counter.
../../datasets/FIDStyles/style0/A tennis player in a black and white outfit about to hit a ball.jpg,A tennis player in a black and white outfit about to hit a ball
../../datasets/FIDStyles/style0/A couple of traffic lights hanging over the top of a street..jpg,A couple of traffic lights hanging over the top of a street.
../../datasets/FIDStyles/style0/a few police officers on motorcycles on a city street.jpg,a few police officers on motorcycles on a city street
../../datasets/FIDStyles/style0/A busy four lane highway with lots of traffic stopped at a red light..jpg,A busy four lane highway with lots of traffic stopped at a red light.
../../datasets/FIDStyles/style0/High waters leave people boating through the streets..jpg,High waters leave people boating through the streets.
../../datasets/FIDStyles/style0/an image of  a night time scene with boats docked.jpg,an image of  a night time scene with boats docked
../../datasets/FIDStyles/style0/A locomotive carrying some carts down a track..jpg,A locomotive carrying some carts down a track.
../../datasets/FIDStyles/style0/A beautiful young woman leaning up against a light pole..jpg,A beautiful young woman leaning up against a light pole.
../../datasets/FIDStyles/style0/Some guys are watching two others playing the Wii..jpg,Some guys are watching two others playing the Wii.
../../datasets/FIDStyles/style0/A view of a bunch of motorized bikes in the street..jpg,A view of a bunch of motorized bikes in the street.
../../datasets/FIDStyles/style0/Two sheep are standing in an open field eating grass..jpg,Two sheep are standing in an open field eating grass.
../../datasets/FIDStyles/style0/a close up of food on a plate on a table.jpg,a close up of food on a plate on a table
../../datasets/FIDStyles/style0/This is a collage of people sitting together in a booth..jpg,This is a collage of people sitting together in a booth.
../../datasets/FIDStyles/style0/Two skateboarders riding in a park and dodging things..jpg,Two skateboarders riding in a park and dodging things.
../../datasets/FIDStyles/style0/A counter top topped with lots of veggies..jpg,A counter top topped with lots of veggies.
../../datasets/FIDStyles/style0/A meal at a restaurant with beer on the table along with food..jpg,A meal at a restaurant with beer on the table along with food.
../../datasets/FIDStyles/style0/A computer desk with two desk chairs at it..jpg,A computer desk with two desk chairs at it.
../../datasets/FIDStyles/style0/A speed limit sign on the side of a road..jpg,A speed limit sign on the side of a road.
../../datasets/FIDStyles/style0/a close up of a bowl of food on a table.jpg,a close up of a bowl of food on a table
../../datasets/FIDStyles/style0/A stop sign leans to one side by a brick wall..jpg,A stop sign leans to one side by a brick wall.
../../datasets/FIDStyles/style0/stuffed teddy bears dressed like santa with presents.jpg,stuffed teddy bears dressed like santa with presents
../../datasets/FIDStyles/style0/A group of boats that have been pulled on shore..jpg,A group of boats that have been pulled on shore.
../../datasets/FIDStyles/style0/Flowers in a vase depicting a motor scooter..jpg,Flowers in a vase depicting a motor scooter.
../../datasets/FIDStyles/style0/Group of men playing baseball with one up to bat..jpg,Group of men playing baseball with one up to bat.
../../datasets/FIDStyles/style0/two red suitcases are in a room and a chair desk and a bed.jpg,two red suitcases are in a room and a chair desk and a bed
../../datasets/FIDStyles/style0/A man standing in a field holding a frisbee..jpg,A man standing in a field holding a frisbee.
../../datasets/FIDStyles/style0/Someones bedroom with a bed and luggage set up..jpg,Someones bedroom with a bed and luggage set up.
../../datasets/FIDStyles/style0/a person in a black shirt is at a table with plates of bread and spaghetti and salad.jpg,a person in a black shirt is at a table with plates of bread and spaghetti and salad
../../datasets/FIDStyles/style0/An elephant takes a branch from a man..jpg,An elephant takes a branch from a man.
../../datasets/FIDStyles/style0/The tennis player is swinging his racket during a serve..jpg,The tennis player is swinging his racket during a serve.
../../datasets/FIDStyles/style0/A truck driving down a road with lots of logs on it's back..jpg,A truck driving down a road with lots of logs on it's back.
../../datasets/FIDStyles/style0/A man sitting on a carriage being carried by a horse..jpg,A man sitting on a carriage being carried by a horse.
../../datasets/FIDStyles/style0/A toilet and a paper dispenser in a bathroom..jpg,A toilet and a paper dispenser in a bathroom.
../../datasets/FIDStyles/style0/Spacious kitchen with a center island and stainless steel appliances..jpg,Spacious kitchen with a center island and stainless steel appliances.
../../datasets/FIDStyles/style0/A cat is nose to nose with a stuffed bird..jpg,A cat is nose to nose with a stuffed bird.
../../datasets/FIDStyles/style0/A stuffed teddy bear is sitting on the bed..jpg,A stuffed teddy bear is sitting on the bed.
../../datasets/FIDStyles/style0/a hand holding a pink and white cup  and a keyboard.jpg,a hand holding a pink and white cup  and a keyboard
../../datasets/FIDStyles/style0/Several gliders parked on an grassy field beside a paved surface..jpg,Several gliders parked on an grassy field beside a paved surface.
"../../datasets/FIDStyles/style0/A male performer in a black suit, sunglasses, and a hat speaks into a microphone..jpg","A male performer in a black suit, sunglasses, and a hat speaks into a microphone."
../../datasets/FIDStyles/style0/A button up dress shirt and a dotted necktie..jpg,A button up dress shirt and a dotted necktie.
../../datasets/FIDStyles/style0/A man and kind talking while eating at a restaurant.jpg,A man and kind talking while eating at a restaurant
"../../datasets/FIDStyles/style0/A dining table next to a den with chairs, a couch and a television..jpg","A dining table next to a den with chairs, a couch and a television."
../../datasets/FIDStyles/style0/A floor urinal next to a toilet roll and garbage can..jpg,A floor urinal next to a toilet roll and garbage can.
../../datasets/FIDStyles/style0/A boy is skateboarding in a parking garage..jpg,A boy is skateboarding in a parking garage.
../../datasets/FIDStyles/style0/Three horses standing near each other on a farm..jpg,Three horses standing near each other on a farm.
../../datasets/FIDStyles/style0/Toilet design outside of the US with accompanying trash can..jpg,Toilet design outside of the US with accompanying trash can.
../../datasets/FIDStyles/style0/a man that is jumping hi skies over a hill.jpg,a man that is jumping hi skies over a hill
../../datasets/FIDStyles/style0/A black fire hydrant with a yellow top sits in the middle of a field..jpg,A black fire hydrant with a yellow top sits in the middle of a field.
"../../datasets/FIDStyles/style0/In a small kitchen, a young man holds a bottle..jpg","In a small kitchen, a young man holds a bottle."
../../datasets/FIDStyles/style0/Two two birds are sitting on a rock..jpg,Two two birds are sitting on a rock.
../../datasets/FIDStyles/style0/a shakespeare book sits on a wooden bench.jpg,a shakespeare book sits on a wooden bench
../../datasets/FIDStyles/style0/The harbor in town is currently empty by the water..jpg,The harbor in town is currently empty by the water.
../../datasets/FIDStyles/style0/A model coal train in a museum exhibition.jpg,A model coal train in a museum exhibition
../../datasets/FIDStyles/style0/A few boys riding skateboards while doing tricks on them in a covered parking lot..jpg,A few boys riding skateboards while doing tricks on them in a covered parking lot.
../../datasets/FIDStyles/style0/A white plate filled with fresh garden vegetables..jpg,A white plate filled with fresh garden vegetables.
../../datasets/FIDStyles/style0/Person with camera in air taking video of large fire.jpg,Person with camera in air taking video of large fire
../../datasets/FIDStyles/style0/Various people are acknowledging life and having an unfathomable moment..jpg,Various people are acknowledging life and having an unfathomable moment.
../../datasets/FIDStyles/style0/An assortment of vegetables and fruits sit atop crates..jpg,An assortment of vegetables and fruits sit atop crates.
../../datasets/FIDStyles/style0/The two horses are eating in the field..jpg,The two horses are eating in the field.
../../datasets/FIDStyles/style0/A baseball player gets down on his knees to catch the ball..jpg,A baseball player gets down on his knees to catch the ball.
../../datasets/FIDStyles/style0/A horse wearing a jacket grazing in the grass..jpg,A horse wearing a jacket grazing in the grass.
../../datasets/FIDStyles/style0/A man is playing the sport tennis with a racket..jpg,A man is playing the sport tennis with a racket.
../../datasets/FIDStyles/style0/A birthday cake is covered with partially melted candles..jpg,A birthday cake is covered with partially melted candles.
../../datasets/FIDStyles/style0/A truck driving by a giraffe and trees..jpg,A truck driving by a giraffe and trees.
../../datasets/FIDStyles/style0/This refridgerator is silver and has photos on it.jpg,This refridgerator is silver and has photos on it
../../datasets/FIDStyles/style0/A pair of red scissors next to a pair of blue scissors..jpg,A pair of red scissors next to a pair of blue scissors.
../../datasets/FIDStyles/style0/A group of horses crossing the middle of a street..jpg,A group of horses crossing the middle of a street.
../../datasets/FIDStyles/style0/this is a bathroom with a shower curtain and toilet.jpg,this is a bathroom with a shower curtain and toilet
../../datasets/FIDStyles/style0/There is a small apartment with an old TV.jpg,There is a small apartment with an old TV
../../datasets/FIDStyles/style0/A group of people cross the street during winter..jpg,A group of people cross the street during winter.
../../datasets/FIDStyles/style0/A living room and kitchen area is shown..jpg,A living room and kitchen area is shown.
../../datasets/FIDStyles/style0/a room with a couch and a very wide screen.jpg,a room with a couch and a very wide screen
../../datasets/FIDStyles/style0/A group of three skiers getting ready to ski down a slope..jpg,A group of three skiers getting ready to ski down a slope.
../../datasets/FIDStyles/style0/A green pasture with cows grazing in it.jpg,A green pasture with cows grazing in it
../../datasets/FIDStyles/style0/a close up of an unfinished bath room with a toilet.jpg,a close up of an unfinished bath room with a toilet
../../datasets/FIDStyles/style0/The baby boy is getting ready to have pizza for lunch..jpg,The baby boy is getting ready to have pizza for lunch.
"../../datasets/FIDStyles/style0/The man is wearing a dress coat, suit and tie, but not dress pants..jpg","The man is wearing a dress coat, suit and tie, but not dress pants."
../../datasets/FIDStyles/style0/A bunch of bananas is shown growing on a tree..jpg,A bunch of bananas is shown growing on a tree.
../../datasets/FIDStyles/style0/A large passenger jet flying over a freeway filled with traffic..jpg,A large passenger jet flying over a freeway filled with traffic.
../../datasets/FIDStyles/style0/a woman is riding a bicycle down a street.jpg,a woman is riding a bicycle down a street
../../datasets/FIDStyles/style0/A man walking a white horse with a braided mane.jpg,A man walking a white horse with a braided mane
../../datasets/FIDStyles/style0/a man skating at a very slippery ground.jpg,a man skating at a very slippery ground
../../datasets/FIDStyles/style0/people seated on surfing board on the ocean.jpg,people seated on surfing board on the ocean
../../datasets/FIDStyles/style0/Three bunches of bananas hanging from hooks with stickers on it..jpg,Three bunches of bananas hanging from hooks with stickers on it.
../../datasets/FIDStyles/style0/A red headed hummingbird inspects a hummingbird feeding station..jpg,A red headed hummingbird inspects a hummingbird feeding station.
../../datasets/FIDStyles/style0/A bed sitting next to a wooden dresser near a window..jpg,A bed sitting next to a wooden dresser near a window.
../../datasets/FIDStyles/style0/a little boy standing in front of a wall holding a skateboard..jpg,a little boy standing in front of a wall holding a skateboard.
../../datasets/FIDStyles/style0/A large truck on a open city street..jpg,A large truck on a open city street.
../../datasets/FIDStyles/style0/Tiled public bathroom with potted plant in the corner..jpg,Tiled public bathroom with potted plant in the corner.
../../datasets/FIDStyles/style0/Two women are walking past a shoe store window under an umbrella..jpg,Two women are walking past a shoe store window under an umbrella.
../../datasets/FIDStyles/style0/A rose that is sitting inside of a vase on a table..jpg,A rose that is sitting inside of a vase on a table.
../../datasets/FIDStyles/style0/A green train is driving on a track next to a river..jpg,A green train is driving on a track next to a river.
../../datasets/FIDStyles/style0/A basic bedroom with a desk and small bed..jpg,A basic bedroom with a desk and small bed.
"../../datasets/FIDStyles/style0/Sausage, onion and oranges cut up on a chopping board.jpg","Sausage, onion and oranges cut up on a chopping board"
../../datasets/FIDStyles/style0/One giraffe is standing tall while another buries its face in the bushes..jpg,One giraffe is standing tall while another buries its face in the bushes.
../../datasets/FIDStyles/style0/A man wearing a colorful umbrella hat holds an orange..jpg,A man wearing a colorful umbrella hat holds an orange.
../../datasets/FIDStyles/style0/A woman wearing water skis floating in a lake..jpg,A woman wearing water skis floating in a lake.
../../datasets/FIDStyles/style0/A bus drives down a city street in the day time.jpg,A bus drives down a city street in the day time
../../datasets/FIDStyles/style0/clothes hanging on a clothes line above a sleeping area.jpg,clothes hanging on a clothes line above a sleeping area
../../datasets/FIDStyles/style0/The two boys are taking a picture together.jpg,The two boys are taking a picture together
../../datasets/FIDStyles/style0/Several people are sitting on a row while using electronic devices..jpg,Several people are sitting on a row while using electronic devices.
../../datasets/FIDStyles/style0/A bathroom contains a toilet and a sink..jpg,A bathroom contains a toilet and a sink.
../../datasets/FIDStyles/style0/People playing drums and one man has a horse..jpg,People playing drums and one man has a horse.
../../datasets/FIDStyles/style0/A person on a skateboard riding down the rail of some stairs..jpg,A person on a skateboard riding down the rail of some stairs.
../../datasets/FIDStyles/style0/A small child walks holding a large umbrella..jpg,A small child walks holding a large umbrella.
../../datasets/FIDStyles/style0/A herd of wild animals grazing on a lush green field..jpg,A herd of wild animals grazing on a lush green field.
../../datasets/FIDStyles/style0/A keyboard is on a dirty looking table..jpg,A keyboard is on a dirty looking table.
../../datasets/FIDStyles/style0/A busy semi busy street with three yellow taxi's going down it ..jpg,A busy semi busy street with three yellow taxi's going down it .
../../datasets/FIDStyles/style0/A food processor with a small cup attachment filled with a green paste..jpg,A food processor with a small cup attachment filled with a green paste.
../../datasets/FIDStyles/style0/Boys riding on skate boards near the entrance to an office building..jpg,Boys riding on skate boards near the entrance to an office building.
../../datasets/FIDStyles/style0/A couple of girls playing a video game in a pick room wearing pink bathrobes..jpg,A couple of girls playing a video game in a pick room wearing pink bathrobes.
../../datasets/FIDStyles/style0/A baseball player smiles at the camera in his uniform..jpg,A baseball player smiles at the camera in his uniform.
../../datasets/FIDStyles/style0/Two zebras back to back grazing on plants in middle of desert.jpg,Two zebras back to back grazing on plants in middle of desert
../../datasets/FIDStyles/style0/a mama goat standing with two baby goats.jpg,a mama goat standing with two baby goats
../../datasets/FIDStyles/style0/A table with a large cake covered in frosting on top of it..jpg,A table with a large cake covered in frosting on top of it.
../../datasets/FIDStyles/style0/The mother cat is lying on the couch pillow  with her kitten..jpg,The mother cat is lying on the couch pillow  with her kitten.
