image,text
../../datasets/OldStyles/style5/A double decker metro bus stopped at a covered bus stop loading passengers.jpg,A double decker metro bus stopped at a covered bus stop loading passengers
../../datasets/OldStyles/style5/A Disney hotel bed with towels folded into an elephant wearing sunglasses.jpg,A Disney hotel bed with towels folded into an elephant wearing sunglasses
../../datasets/OldStyles/style5/A few wooden sailing ships on display outdoors.jpg,A few wooden sailing ships on display outdoors
../../datasets/OldStyles/style5/Several people playing frisbee indoors on a basketball court.jpg,Several people playing frisbee indoors on a basketball court
../../datasets/OldStyles/style5/A closed umbrella is strapped to the middle bar of a bicycle.jpg,A closed umbrella is strapped to the middle bar of a bicycle
../../datasets/OldStyles/style5/An apple lap top on top of suit cases.jpg,An apple lap top on top of suit cases
../../datasets/OldStyles/style5/a close up of a truck driving on a road.jpg,a close up of a truck driving on a road
../../datasets/OldStyles/style5/Smiling man with chefs outfit in a kitchen holding towel.jpg,Smiling man with chefs outfit in a kitchen holding towel
../../datasets/OldStyles/style5/Black cow stands and look towards the camera.jpg,Black cow stands and look towards the camera
../../datasets/OldStyles/style5/A herd of elephants stands in an enclosure.jpg,A herd of elephants stands in an enclosure
../../datasets/OldStyles/style5/The young couple is sitting on the bench.jpg,The young couple is sitting on the bench
../../datasets/OldStyles/style5/towels are folding into the shapes of elephants and swans on bed.jpg,towels are folding into the shapes of elephants and swans on bed
../../datasets/OldStyles/style5/There are four mice set up in front of a computer.jpg,There are four mice set up in front of a computer
../../datasets/OldStyles/style5/Two giraffe walk on the road near a tree at daybreak.jpg,Two giraffe walk on the road near a tree at daybreak
../../datasets/OldStyles/style5/A green bus near a curb in front of a brick building.jpg,A green bus near a curb in front of a brick building
../../datasets/OldStyles/style5/A group of baseball players standing on top of a field.jpg,A group of baseball players standing on top of a field
../../datasets/OldStyles/style5/A man holding a baseball bat at a home plate.jpg,A man holding a baseball bat at a home plate
../../datasets/OldStyles/style5/A man plays frisbee in a small field.jpg,A man plays frisbee in a small field
../../datasets/OldStyles/style5/A horse grazing on a countryside near a ranch house.jpg,A horse grazing on a countryside near a ranch house
../../datasets/OldStyles/style5/Zebras and elephants checking out a passenger van.jpg,Zebras and elephants checking out a passenger van
"../../datasets/OldStyles/style5/A small bathroom with a toilet, sink, and red and yellow shower curtain.jpg","A small bathroom with a toilet, sink, and red and yellow shower curtain"
../../datasets/OldStyles/style5/Large group of traffic lights on a green tree post.jpg,Large group of traffic lights on a green tree post
../../datasets/OldStyles/style5/A man sitting at a table working on his open laptop.jpg,A man sitting at a table working on his open laptop
../../datasets/OldStyles/style5/There are street lights and traffic signals but no people or cars.jpg,There are street lights and traffic signals but no people or cars
../../datasets/OldStyles/style5/A skateboarder performing a trick in midair in near desolate parking lot.jpg,A skateboarder performing a trick in midair in near desolate parking lot
../../datasets/OldStyles/style5/a white sink and shower in a bathroom.jpg,a white sink and shower in a bathroom
../../datasets/OldStyles/style5/A small bathroom holds a circular mirror and light fixture.jpg,A small bathroom holds a circular mirror and light fixture
../../datasets/OldStyles/style5/A picture of a salad in a bowl on a table.jpg,A picture of a salad in a bowl on a table
../../datasets/OldStyles/style5/Several people are outside in a grassy field.jpg,Several people are outside in a grassy field
../../datasets/OldStyles/style5/A man riding a bike past a number of cars on a busy city street with buses and traffic light.jpg,A man riding a bike past a number of cars on a busy city street with buses and traffic light
../../datasets/OldStyles/style5/Two women who are standing near each other.jpg,Two women who are standing near each other
../../datasets/OldStyles/style5/The man in stripes holds onto the plate of food as he poses for a picture.jpg,The man in stripes holds onto the plate of food as he poses for a picture
../../datasets/OldStyles/style5/A baseball player holding a bat during a baseball game.jpg,A baseball player holding a bat during a baseball game
../../datasets/OldStyles/style5/Various blue tables with closed yellow umbrellas on beach.jpg,Various blue tables with closed yellow umbrellas on beach
../../datasets/OldStyles/style5/A red and grey train in train station during day.jpg,A red and grey train in train station during day
../../datasets/OldStyles/style5/A man and a woman pose beside a gold fire hydrant.jpg,A man and a woman pose beside a gold fire hydrant
../../datasets/OldStyles/style5/A man playing frisbee in a swimming pool.jpg,A man playing frisbee in a swimming pool
../../datasets/OldStyles/style5/Two vintage red double decker busses on a road.jpg,Two vintage red double decker busses on a road
"../../datasets/OldStyles/style5/A woman at bat with at home plate and in a swinging motion with a softball bat, as a yellow softball is near the ground behind her.jpg","A woman at bat with at home plate and in a swinging motion with a softball bat, as a yellow softball is near the ground behind her"
../../datasets/OldStyles/style5/An unfinished room that has a fan sitting on a toilet.jpg,An unfinished room that has a fan sitting on a toilet
../../datasets/OldStyles/style5/Many black faced sheep walking up a hill together.jpg,Many black faced sheep walking up a hill together
../../datasets/OldStyles/style5/A small yellow trolley sits on a train track while a brick building stands in the background.jpg,A small yellow trolley sits on a train track while a brick building stands in the background
../../datasets/OldStyles/style5/A purple spread and very colorful wall paper&white vase.jpg,A purple spread and very colorful wall paper&white vase
../../datasets/OldStyles/style5/Two giraffe standing next to a white building.jpg,Two giraffe standing next to a white building
../../datasets/OldStyles/style5/A man on a snowboard performing a trick.jpg,A man on a snowboard performing a trick
../../datasets/OldStyles/style5/group of people sitting around a table getting ready to take a bite out of a cake.jpg,group of people sitting around a table getting ready to take a bite out of a cake
../../datasets/OldStyles/style5/A woman eating a sandwich on a boat.jpg,A woman eating a sandwich on a boat
../../datasets/OldStyles/style5/A group of women sitting on a beach holding umbrellas.jpg,A group of women sitting on a beach holding umbrellas
../../datasets/OldStyles/style5/A man on a beach prepares to catch a frisbee.jpg,A man on a beach prepares to catch a frisbee
../../datasets/OldStyles/style5/A photo of a cat standing next to a woman's foot.jpg,A photo of a cat standing next to a woman's foot
../../datasets/OldStyles/style5/Fancy new tour bus taking a midday drive through town.jpg,Fancy new tour bus taking a midday drive through town
../../datasets/OldStyles/style5/A stop sign and one way sign sitting by some sky scrappers.jpg,A stop sign and one way sign sitting by some sky scrappers
../../datasets/OldStyles/style5/Reflection in the mirror of a white hotel bathroom.jpg,Reflection in the mirror of a white hotel bathroom
../../datasets/OldStyles/style5/A red and yellow train traveling through a small town.jpg,A red and yellow train traveling through a small town
../../datasets/OldStyles/style5/A couple stand together talking on cell phones.jpg,A couple stand together talking on cell phones
../../datasets/OldStyles/style5/A picture of two people on a boat as it is being showed on television.jpg,A picture of two people on a boat as it is being showed on television
../../datasets/OldStyles/style5/An electrical truck driving through a traffic light.jpg,An electrical truck driving through a traffic light
../../datasets/OldStyles/style5/A woman is in front of a large book case with a hat.jpg,A woman is in front of a large book case with a hat
../../datasets/OldStyles/style5/a couple of street signs with ice all over them.jpg,a couple of street signs with ice all over them
../../datasets/OldStyles/style5/A traffic light on the corner of a street.jpg,A traffic light on the corner of a street
../../datasets/OldStyles/style5/Many people are flying kites in a field.jpg,Many people are flying kites in a field
../../datasets/OldStyles/style5/A person has his feet next to a half eaten box of pizza.jpg,A person has his feet next to a half eaten box of pizza
../../datasets/OldStyles/style5/a group of people stand on a side walk.jpg,a group of people stand on a side walk
"../../datasets/OldStyles/style5/a living room with a big picture and fireplace, small table.jpg","a living room with a big picture and fireplace, small table"
../../datasets/OldStyles/style5/A green and black motorcycle stands on the concrete next to pieces of plywood.jpg,A green and black motorcycle stands on the concrete next to pieces of plywood
../../datasets/OldStyles/style5/A kitchen stove and a refrigerator stand next to each other.jpg,A kitchen stove and a refrigerator stand next to each other
../../datasets/OldStyles/style5/A yellow motorcycle parked on the side of a street.jpg,A yellow motorcycle parked on the side of a street
../../datasets/OldStyles/style5/Some type of individual baked appetizer at a restaurant.jpg,Some type of individual baked appetizer at a restaurant
../../datasets/OldStyles/style5/A train is coming into the station with its light on.jpg,A train is coming into the station with its light on
../../datasets/OldStyles/style5/A bunch of luggage that is sitting on the ground and a couch.jpg,A bunch of luggage that is sitting on the ground and a couch
../../datasets/OldStyles/style5/Some guys are skiing on a snow covered hill.jpg,Some guys are skiing on a snow covered hill
../../datasets/OldStyles/style5/A man and woman is wearing a flower wreath around her.jpg,A man and woman is wearing a flower wreath around her
../../datasets/OldStyles/style5/a person stnading next to a barrel near an outhouse.jpg,a person stnading next to a barrel near an outhouse
../../datasets/OldStyles/style5/This appears to be a contemporary piece of art.jpg,This appears to be a contemporary piece of art
../../datasets/OldStyles/style5/A brown and gray bird is standing in the grass.jpg,A brown and gray bird is standing in the grass
../../datasets/OldStyles/style5/a woman in uniform playing baseball in the field.jpg,a woman in uniform playing baseball in the field
../../datasets/OldStyles/style5/Ground level shot of a green fire hydrant adjacent to the sidewalk.jpg,Ground level shot of a green fire hydrant adjacent to the sidewalk
../../datasets/OldStyles/style5/A baseball player standing on a base holding a bat.jpg,A baseball player standing on a base holding a bat
../../datasets/OldStyles/style5/a hot dog in a styrofoam container on a table.jpg,a hot dog in a styrofoam container on a table
../../datasets/OldStyles/style5/a man on a black and white surfboard in the ocean.jpg,a man on a black and white surfboard in the ocean
../../datasets/OldStyles/style5/Blue and yellow train sitting in a train station.jpg,Blue and yellow train sitting in a train station
../../datasets/OldStyles/style5/A woman with her horse and dog in a fenced field.jpg,A woman with her horse and dog in a fenced field
../../datasets/OldStyles/style5/A lady pouring brandy into blue sifters on a table set with white dishes.jpg,A lady pouring brandy into blue sifters on a table set with white dishes
../../datasets/OldStyles/style5/An old woman holding a cell phone and looking at it.jpg,An old woman holding a cell phone and looking at it
../../datasets/OldStyles/style5/A very close up view of some fresh broccoli and cauliflower.jpg,A very close up view of some fresh broccoli and cauliflower
../../datasets/OldStyles/style5/A  small dog running quickly across the beach.jpg,A  small dog running quickly across the beach
../../datasets/OldStyles/style5/An overexposed picture shows a closeup of a smiling man in the foreground of a banquet hall with columns a couple of people and hanging decorations.jpg,An overexposed picture shows a closeup of a smiling man in the foreground of a banquet hall with columns a couple of people and hanging decorations
../../datasets/OldStyles/style5/A street with various buildings and signage around it.jpg,A street with various buildings and signage around it
../../datasets/OldStyles/style5/Two garbage collectors standing behind a garbage truck gathering up bags.jpg,Two garbage collectors standing behind a garbage truck gathering up bags
../../datasets/OldStyles/style5/A giraffe leans its head over an enclosure to take a bite of a carrot from a child.jpg,A giraffe leans its head over an enclosure to take a bite of a carrot from a child
../../datasets/OldStyles/style5/Two men posing for a picture next to two surf boards.jpg,Two men posing for a picture next to two surf boards
../../datasets/OldStyles/style5/A subway train is waiting on the tracks.jpg,A subway train is waiting on the tracks
../../datasets/OldStyles/style5/A baseball player wearing a hat and a baseball glove.jpg,A baseball player wearing a hat and a baseball glove
../../datasets/OldStyles/style5/An old outside cart is selling hanging bananas.jpg,An old outside cart is selling hanging bananas
../../datasets/OldStyles/style5/a single car on the highway approaching an intersection.jpg,a single car on the highway approaching an intersection
../../datasets/OldStyles/style5/A zebra is standing outdoors near some rocks.jpg,A zebra is standing outdoors near some rocks
"../../datasets/OldStyles/style5/A post at an interaction with traffic and street signs, the stop sign has been tagged with a heart.jpg","A post at an interaction with traffic and street signs, the stop sign has been tagged with a heart"
../../datasets/OldStyles/style5/An office that looks cluttered and messy during the night.jpg,An office that looks cluttered and messy during the night
../../datasets/OldStyles/style5/The cat peers at its reflection from a television screen.jpg,The cat peers at its reflection from a television screen
"../../datasets/OldStyles/style5/a bathroom with a window, sink and toilet.jpg","a bathroom with a window, sink and toilet"
../../datasets/OldStyles/style5/there are many cows that are coming up the road.jpg,there are many cows that are coming up the road
../../datasets/OldStyles/style5/A desktop computer and a portable DVD player with various disks and DVDs.jpg,A desktop computer and a portable DVD player with various disks and DVDs
../../datasets/OldStyles/style5/three cupcakes with some white topping bananas and nuts.jpg,three cupcakes with some white topping bananas and nuts
../../datasets/OldStyles/style5/a person jumping a skate board in the air.jpg,a person jumping a skate board in the air
../../datasets/OldStyles/style5/A flock of birds sit upon a clock tower.jpg,A flock of birds sit upon a clock tower
../../datasets/OldStyles/style5/The ma is riding a large wave on his surfboard.jpg,The ma is riding a large wave on his surfboard
../../datasets/OldStyles/style5/a group of people playing baseball on a baseball field.jpg,a group of people playing baseball on a baseball field
../../datasets/OldStyles/style5/A motorcyclist is going around a dirt track.jpg,A motorcyclist is going around a dirt track
../../datasets/OldStyles/style5/A little boy eating something with his leg over a cat.jpg,A little boy eating something with his leg over a cat
../../datasets/OldStyles/style5/A pickup truck with furniture in the back.jpg,A pickup truck with furniture in the back
../../datasets/OldStyles/style5/A bowl of oranges is placed on a table.jpg,A bowl of oranges is placed on a table
../../datasets/OldStyles/style5/A young man is trying to pull off a skateboarding trick.jpg,A young man is trying to pull off a skateboarding trick
../../datasets/OldStyles/style5/There is a cartoon character on the closed lid of the toilette.jpg,There is a cartoon character on the closed lid of the toilette
../../datasets/OldStyles/style5/a couple of buses are on the street.jpg,a couple of buses are on the street
../../datasets/OldStyles/style5/A tennis player hitting a tennis ball with her racket.jpg,A tennis player hitting a tennis ball with her racket
../../datasets/OldStyles/style5/A woman dressed in black holding a box of mixed donuts.jpg,A woman dressed in black holding a box of mixed donuts
../../datasets/OldStyles/style5/a pastry next to a spoon on a dish  on a table.jpg,a pastry next to a spoon on a dish  on a table
../../datasets/OldStyles/style5/A hand holding a half eaten donut covered in coconut.jpg,A hand holding a half eaten donut covered in coconut
../../datasets/OldStyles/style5/a banana next to some cookies and a package.jpg,a banana next to some cookies and a package
../../datasets/OldStyles/style5/People sit in public transportation and watch movies on the backs of seats.jpg,People sit in public transportation and watch movies on the backs of seats
../../datasets/OldStyles/style5/a girl in an orange top and her cellphone and some people.jpg,a girl in an orange top and her cellphone and some people
../../datasets/OldStyles/style5/A hamburger that is sitting on a tray.jpg,A hamburger that is sitting on a tray
../../datasets/OldStyles/style5/A large airliner flying over a mall with cars.jpg,A large airliner flying over a mall with cars
../../datasets/OldStyles/style5/A person is surfing on the surf board.jpg,A person is surfing on the surf board
../../datasets/OldStyles/style5/A truck that is driving in a parking lot.jpg,A truck that is driving in a parking lot
"../../datasets/OldStyles/style5/Child sitting in high chair with plate of food, stuffed animal in buster chair and bottle of ketchup Another hand holding a fork and a partially filled plate.jpg","Child sitting in high chair with plate of food, stuffed animal in buster chair and bottle of ketchup Another hand holding a fork and a partially filled plate"
../../datasets/OldStyles/style5/A bunch of accessories lying on a sheet on a bed.jpg,A bunch of accessories lying on a sheet on a bed
../../datasets/OldStyles/style5/A brown bear eating branches in a tall grass field.jpg,A brown bear eating branches in a tall grass field
../../datasets/OldStyles/style5/A picture of a room that is in a house.jpg,A picture of a room that is in a house
../../datasets/OldStyles/style5/The parrot is eating an apple on a rock.jpg,The parrot is eating an apple on a rock
../../datasets/OldStyles/style5/A man in red basketball uniform jumping with a basketball.jpg,A man in red basketball uniform jumping with a basketball
"../../datasets/OldStyles/style5/On this plate there is a pizza, a sandwich, and a salad with feta cheese.jpg","On this plate there is a pizza, a sandwich, and a salad with feta cheese"
"../../datasets/OldStyles/style5/A living area with a couch, two photographs of a candle holder.jpg","A living area with a couch, two photographs of a candle holder"
../../datasets/OldStyles/style5/A black and white horse in a field.jpg,A black and white horse in a field
../../datasets/OldStyles/style5/A small white and black bird walking across a dirty covered ground.jpg,A small white and black bird walking across a dirty covered ground
"../../datasets/OldStyles/style5/Backyard with a pool, soccer equipment and other toys in it.jpg","Backyard with a pool, soccer equipment and other toys in it"
../../datasets/OldStyles/style5/A vintage airplane is flying through a cloudy and blue sky.jpg,A vintage airplane is flying through a cloudy and blue sky
../../datasets/OldStyles/style5/Adult man lying on bed in lit bedroom with stone wall.jpg,Adult man lying on bed in lit bedroom with stone wall
../../datasets/OldStyles/style5/People standing near and in buses on a street.jpg,People standing near and in buses on a street
../../datasets/OldStyles/style5/Black and white cat lying on wooden table.jpg,Black and white cat lying on wooden table
../../datasets/OldStyles/style5/a street cars buildings people and signs and a fire hydrant.jpg,a street cars buildings people and signs and a fire hydrant
../../datasets/OldStyles/style5/The television sets are set outside the door of a building.jpg,The television sets are set outside the door of a building
../../datasets/OldStyles/style5/A living room filled with two brown pieces of furniture.jpg,A living room filled with two brown pieces of furniture
../../datasets/OldStyles/style5/A polar bear plays with a toy in its enclosure.jpg,A polar bear plays with a toy in its enclosure
../../datasets/OldStyles/style5/A man and a woman standng with two horses.jpg,A man and a woman standng with two horses
../../datasets/OldStyles/style5/There is a young man in a commercial kitchen opening the door of some culinary equipment.jpg,There is a young man in a commercial kitchen opening the door of some culinary equipment
../../datasets/OldStyles/style5/A small table with cake and forks on plates.jpg,A small table with cake and forks on plates
../../datasets/OldStyles/style5/a person holding a surf board in a body of water.jpg,a person holding a surf board in a body of water
../../datasets/OldStyles/style5/Two giraffes stand in a grassy field by some rocks.jpg,Two giraffes stand in a grassy field by some rocks
../../datasets/OldStyles/style5/A catcher trying to tag out a base runner at home.jpg,A catcher trying to tag out a base runner at home
../../datasets/OldStyles/style5/A three level atrium has a glass ceiling.jpg,A three level atrium has a glass ceiling
../../datasets/OldStyles/style5/A flock of sheep grazing in an open field.jpg,A flock of sheep grazing in an open field
"../../datasets/OldStyles/style5/Dish of yummy looking food including carrots, cauliflower and pork roast.jpg","Dish of yummy looking food including carrots, cauliflower and pork roast"
../../datasets/OldStyles/style5/A coastal area next to the ocean in front of a light house.jpg,A coastal area next to the ocean in front of a light house
../../datasets/OldStyles/style5/Pizza pie sitting on a plate unsliced with utensils and glasses on the side.jpg,Pizza pie sitting on a plate unsliced with utensils and glasses on the side
../../datasets/OldStyles/style5/A speed limit sign is all bent over.jpg,A speed limit sign is all bent over
../../datasets/OldStyles/style5/A city bus appears relatively empty as the driver waits.jpg,A city bus appears relatively empty as the driver waits
../../datasets/OldStyles/style5/Two furry animals sitting in some pine straw.jpg,Two furry animals sitting in some pine straw
../../datasets/OldStyles/style5/Skiers come down a snowy hill in a row.jpg,Skiers come down a snowy hill in a row
../../datasets/OldStyles/style5/An airplane sitting on top of a field under a cloudy sky.jpg,An airplane sitting on top of a field under a cloudy sky
../../datasets/OldStyles/style5/A very cute lady sitting in a chair with an umbrella.jpg,A very cute lady sitting in a chair with an umbrella
../../datasets/OldStyles/style5/A zebra eating hay from a trough on a field.jpg,A zebra eating hay from a trough on a field
../../datasets/OldStyles/style5/A hot dog that is sitting on a table.jpg,A hot dog that is sitting on a table
../../datasets/OldStyles/style5/A dingy bathroom and bedroom jail cell area.jpg,A dingy bathroom and bedroom jail cell area
../../datasets/OldStyles/style5/A before and after photograph of a bathroom.jpg,A before and after photograph of a bathroom
../../datasets/OldStyles/style5/Men on horseback going through a crowd of people.jpg,Men on horseback going through a crowd of people
../../datasets/OldStyles/style5/this is a pie with bananas and nuts.jpg,this is a pie with bananas and nuts
../../datasets/OldStyles/style5/This teddy bear has a wide brimmed hat on it's head.jpg,This teddy bear has a wide brimmed hat on it's head
../../datasets/OldStyles/style5/A vase of tulips sits on a cubicle office desk.jpg,A vase of tulips sits on a cubicle office desk
../../datasets/OldStyles/style5/The man is holding a large kite in the air with ropes.jpg,The man is holding a large kite in the air with ropes
../../datasets/OldStyles/style5/a big airplane that is cut apart so you can see through it.jpg,a big airplane that is cut apart so you can see through it
../../datasets/OldStyles/style5/A clock that is on the side of a building.jpg,A clock that is on the side of a building
../../datasets/OldStyles/style5/Two multicolored cats walk underneath a parked car.jpg,Two multicolored cats walk underneath a parked car
../../datasets/OldStyles/style5/Man in wetsuit walking in shore with surfboard under his arm.jpg,Man in wetsuit walking in shore with surfboard under his arm
../../datasets/OldStyles/style5/A train engine and cars going over a bridge.jpg,A train engine and cars going over a bridge
../../datasets/OldStyles/style5/Four people in a boat on the water during a sunny day.jpg,Four people in a boat on the water during a sunny day
../../datasets/OldStyles/style5/a couple of guys playing a video game.jpg,a couple of guys playing a video game
../../datasets/OldStyles/style5/A couple wearing bike helmets prepares to stow the bikes and ride a bus.jpg,A couple wearing bike helmets prepares to stow the bikes and ride a bus
../../datasets/OldStyles/style5/An action figure is one one side of an alarm clock and a Barbie doll is sleeping on top of a slipper that is on top of the alarm clock and another Barbie doll and Ken doll are holding on to the alarm clock.jpg,An action figure is one one side of an alarm clock and a Barbie doll is sleeping on top of a slipper that is on top of the alarm clock and another Barbie doll and Ken doll are holding on to the alarm clock
../../datasets/OldStyles/style5/A home office work station with a computer and printer on it.jpg,A home office work station with a computer and printer on it
../../datasets/OldStyles/style5/a vase on a table filled with tulips.jpg,a vase on a table filled with tulips
../../datasets/OldStyles/style5/Man with goatee looking at information on smart phone.jpg,Man with goatee looking at information on smart phone
../../datasets/OldStyles/style5/Tourists take pictures near a stop sign in a town.jpg,Tourists take pictures near a stop sign in a town
../../datasets/OldStyles/style5/a giraffe is walking while the car passes by.jpg,a giraffe is walking while the car passes by
../../datasets/OldStyles/style5/The couple have cut their wedding cake and are prepare to share it.jpg,The couple have cut their wedding cake and are prepare to share it
../../datasets/OldStyles/style5/A narrow city street with tall building to either side.jpg,A narrow city street with tall building to either side
../../datasets/OldStyles/style5/Bride and groom from side cutting wedding cake.jpg,Bride and groom from side cutting wedding cake
../../datasets/OldStyles/style5/Young boys on a soccer field chase after a ball.jpg,Young boys on a soccer field chase after a ball
../../datasets/OldStyles/style5/A cart with a huge stack of cases and boxes on it.jpg,A cart with a huge stack of cases and boxes on it
../../datasets/OldStyles/style5/A man holding a skateboard in front of a group of people.jpg,A man holding a skateboard in front of a group of people
../../datasets/OldStyles/style5/Different types of fruit displayed on a table.jpg,Different types of fruit displayed on a table
../../datasets/OldStyles/style5/A woman talks on the phone while touches a yellow cup that sits on he table.jpg,A woman talks on the phone while touches a yellow cup that sits on he table
../../datasets/OldStyles/style5/A group of cows walking on a dirt road.jpg,A group of cows walking on a dirt road
../../datasets/OldStyles/style5/A train goes around a corner in the trees.jpg,A train goes around a corner in the trees
../../datasets/OldStyles/style5/A bunch of bananas with three men by the table.jpg,A bunch of bananas with three men by the table
../../datasets/OldStyles/style5/a tinfoil tray with some food in it and a bag of marshmallows.jpg,a tinfoil tray with some food in it and a bag of marshmallows
../../datasets/OldStyles/style5/The blue car is parked beside of the red motorcycle.jpg,The blue car is parked beside of the red motorcycle
../../datasets/OldStyles/style5/A man wearing dog tags and camo with a skateboard.jpg,A man wearing dog tags and camo with a skateboard
../../datasets/OldStyles/style5/a small girl with a half eaten doughnut in front of her.jpg,a small girl with a half eaten doughnut in front of her
../../datasets/OldStyles/style5/His owner's sneaker is bigger than the dog carrying it is.jpg,His owner's sneaker is bigger than the dog carrying it is
../../datasets/OldStyles/style5/a public transit bus on a city street.jpg,a public transit bus on a city street
../../datasets/OldStyles/style5/two toilets with no lids in a large bathroom.jpg,two toilets with no lids in a large bathroom
../../datasets/OldStyles/style5/A green city bus driving down the street.jpg,A green city bus driving down the street
../../datasets/OldStyles/style5/A horse standing with some ropes in a building.jpg,A horse standing with some ropes in a building
../../datasets/OldStyles/style5/A parking lot filled with yellow school buses.jpg,A parking lot filled with yellow school buses
../../datasets/OldStyles/style5/a woman is at a park catching a frisbee.jpg,a woman is at a park catching a frisbee
../../datasets/OldStyles/style5/A person skiing in the snow with the poles tucked under their armpits.jpg,A person skiing in the snow with the poles tucked under their armpits
../../datasets/OldStyles/style5/A group of people standing around a bar with wine glasses.jpg,A group of people standing around a bar with wine glasses
../../datasets/OldStyles/style5/A black and brown cat laying on a couch.jpg,A black and brown cat laying on a couch
../../datasets/OldStyles/style5/The architecture in an old religious building that is vacant.jpg,The architecture in an old religious building that is vacant
../../datasets/OldStyles/style5/Leaves sitting on a street next to a parking meter.jpg,Leaves sitting on a street next to a parking meter
../../datasets/OldStyles/style5/A train bridge spanning the width of two streets.jpg,A train bridge spanning the width of two streets
../../datasets/OldStyles/style5/two giraffes behind rocks with trees in the background.jpg,two giraffes behind rocks with trees in the background
../../datasets/OldStyles/style5/A woman stands next to a chair in a button shirt.jpg,A woman stands next to a chair in a button shirt
../../datasets/OldStyles/style5/a bear that is on top of a post.jpg,a bear that is on top of a post
../../datasets/OldStyles/style5/a few street signs that are by some bulidings.jpg,a few street signs that are by some bulidings
"../../datasets/OldStyles/style5/A man walking across the grass, swinging a bat.jpg","A man walking across the grass, swinging a bat"
../../datasets/OldStyles/style5/The small child attempts to throw a Frisbee near an older man.jpg,The small child attempts to throw a Frisbee near an older man
../../datasets/OldStyles/style5/A herd of sheep grazing on grass in a pasture.jpg,A herd of sheep grazing on grass in a pasture
../../datasets/OldStyles/style5/A woman brushing her teeth in front of a mirror.jpg,A woman brushing her teeth in front of a mirror
../../datasets/OldStyles/style5/A stove top covered in tin foil and sandwiches.jpg,A stove top covered in tin foil and sandwiches
../../datasets/OldStyles/style5/A pretty young lady using a blow dryer on her hair.jpg,A pretty young lady using a blow dryer on her hair
../../datasets/OldStyles/style5/A teddy bear looks worn and old next to a tree.jpg,A teddy bear looks worn and old next to a tree
../../datasets/OldStyles/style5/A group of children on the beach flying kites.jpg,A group of children on the beach flying kites
../../datasets/OldStyles/style5/A man is flying a colorful kite at the park.jpg,A man is flying a colorful kite at the park
../../datasets/OldStyles/style5/a boy hold a baseball bat in a dirt field.jpg,a boy hold a baseball bat in a dirt field
../../datasets/OldStyles/style5/A caramel and white fluffy cat is laying on colored fabrics.jpg,A caramel and white fluffy cat is laying on colored fabrics
../../datasets/OldStyles/style5/A baby laying on the floor while wearing a neck tie.jpg,A baby laying on the floor while wearing a neck tie
../../datasets/OldStyles/style5/a group of people having a meal at a restaurant.jpg,a group of people having a meal at a restaurant
"../../datasets/OldStyles/style5/The black and white photo shows a makeshift bed on a couch, a flat screen tv, and a shelf full of books in a well-lit family room.jpg","The black and white photo shows a makeshift bed on a couch, a flat screen tv, and a shelf full of books in a well-lit family room"
../../datasets/OldStyles/style5/The man is playing tennis on the court.jpg,The man is playing tennis on the court
../../datasets/OldStyles/style5/A person doing a trick on a railing in a contest.jpg,A person doing a trick on a railing in a contest
../../datasets/OldStyles/style5/a rustic kitchen with a stove and an oven.jpg,a rustic kitchen with a stove and an oven
../../datasets/OldStyles/style5/a man in a living room playing a game.jpg,a man in a living room playing a game
../../datasets/OldStyles/style5/People walking towards an airplane to board ready to board.jpg,People walking towards an airplane to board ready to board
../../datasets/OldStyles/style5/A hand holding a knife finely chops green peppers on a wooden surface.jpg,A hand holding a knife finely chops green peppers on a wooden surface
../../datasets/OldStyles/style5/A man is in bed looking out of a window.jpg,A man is in bed looking out of a window
../../datasets/OldStyles/style5/A pair of legs in high heels standing on a skateboard.jpg,A pair of legs in high heels standing on a skateboard
../../datasets/OldStyles/style5/A woman that is sitting in front of a table.jpg,A woman that is sitting in front of a table
../../datasets/OldStyles/style5/A bathroom with strict white coloring on all surfaces.jpg,A bathroom with strict white coloring on all surfaces
../../datasets/OldStyles/style5/An old picture of a group of people taking a picture together beside a bus.jpg,An old picture of a group of people taking a picture together beside a bus
../../datasets/OldStyles/style5/A person walking their dog and looking at books sold outside.jpg,A person walking their dog and looking at books sold outside
../../datasets/OldStyles/style5/A woman in a white shirt sitting on a bench fashioned to look like a butterfly.jpg,A woman in a white shirt sitting on a bench fashioned to look like a butterfly
../../datasets/OldStyles/style5/Food sits on a plate next to wine bottles.jpg,Food sits on a plate next to wine bottles
../../datasets/OldStyles/style5/a number of different animals behind a fence.jpg,a number of different animals behind a fence
../../datasets/OldStyles/style5/A baseball game with a batter up and one warming up.jpg,A baseball game with a batter up and one warming up
../../datasets/OldStyles/style5/A man is in the air doing a skateboard trick.jpg,A man is in the air doing a skateboard trick
../../datasets/OldStyles/style5/A snowboarder gets air off of the ramp.jpg,A snowboarder gets air off of the ramp
../../datasets/OldStyles/style5/a large air plane flying in the air.jpg,a large air plane flying in the air
"../../datasets/OldStyles/style5/A grey tabby cat curled up, sleeping on a brown and beige printed overstuffed chair.jpg","A grey tabby cat curled up, sleeping on a brown and beige printed overstuffed chair"
../../datasets/OldStyles/style5/A person is standing near crates of bananas outside.jpg,A person is standing near crates of bananas outside
../../datasets/OldStyles/style5/A group of people ski down the mountain side.jpg,A group of people ski down the mountain side
